ID,Information type,affected_individuals_and_help,caution_advice_and_crisis_updates,emotional_support_and_prayers,infrastructure_and_utilities_damage,irrelevant,opinions_and_criticism
[1188480033234587648],opinions_and_criticism,0,0,0,0,0,1
[1188480039437963267],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1188480066105364485],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1188480083004133377],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1188480149307711489],infrastructure_and_utilities_damage,0,0,0,1,0,0
[1188480166680510464],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1188480213954580482],opinions_and_criticism,0,0,0,0,0,1
[1188480239481098247],opinions_and_criticism,0,0,0,0,0,1
[1188480284884385792],irrelevant,0,0,0,0,1,0
[1188480310050246657],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1188480353805262848],infrastructure_and_utilities_damage caution_advice_and_crisis_updates emotional_support_and_prayers,0,1,1,1,0,0
[1188480355319406592],emotional_support_and_prayers,0,0,1,0,0,0
[1188480391063187456],emotional_support_and_prayers,0,0,1,0,0,0
[1188480402899558400],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1188480432364494849],infrastructure_and_utilities_damage,0,0,0,1,0,0
[1188480473514856449],emotional_support_and_prayers,0,0,1,0,0,0
[1188480495505563648],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1188480513528303616],emotional_support_and_prayers,0,0,1,0,0,0
[1188480537289265152],irrelevant,0,0,0,0,1,0
[1188480571653214209],irrelevant,0,0,0,0,1,0
[1188480596768677888],infrastructure_and_utilities_damage opinions_and_criticism,0,0,0,1,0,1
[1188480621418553345],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1188480623251546118],irrelevant,0,0,0,0,1,0
[1188480625453473792],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1188480688380633089],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1188480711780687873],infrastructure_and_utilities_damage,0,0,0,1,0,0
[1188480765937537036],irrelevant,0,0,0,0,1,0
[1188480786044985344],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1188480789241061377],irrelevant,0,0,0,0,1,0
[1188480787911512067],irrelevant,0,0,0,0,1,0
[1188480796778209287],irrelevant,0,0,0,0,1,0
[1188480803812061184],irrelevant,0,0,0,0,1,0
[1188480811567407110],irrelevant,0,0,0,0,1,0
[1188480830848544769],irrelevant,0,0,0,0,1,0
[1188480830580166661],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1188480836448018433],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1188480837249044485],irrelevant,0,0,0,0,1,0
[1188480877099180032],irrelevant,0,0,0,0,1,0
[1188480885059936258],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1188480888964866049],infrastructure_and_utilities_damage,0,0,0,1,0,0
[1188480893922488321],irrelevant,0,0,0,0,1,0
[1188480897110200320],irrelevant,0,0,0,0,1,0
[1188480906148962306],irrelevant,0,0,0,0,1,0
[1188480968769835008],infrastructure_and_utilities_damage,0,0,0,1,0,0
[1188480983793897473],opinions_and_criticism,0,0,0,0,0,1
[1188480995495800837],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1188481015892860928],infrastructure_and_utilities_damage,0,0,0,1,0,0
[1188481079327576064],emotional_support_and_prayers,0,0,1,0,0,0
[1188481100760473601],irrelevant,0,0,0,0,1,0
[1188481106716299264],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1188481170083864576],opinions_and_criticism,0,0,0,0,0,1
[1188481204405841920],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1188481213188726784],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1188481211594919936],emotional_support_and_prayers,0,0,1,0,0,0
[1188481234105749511],emotional_support_and_prayers,0,0,1,0,0,0
[1188481240468525058],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1188481304523956224],infrastructure_and_utilities_damage,0,0,0,1,0,0
[1188481332285976579],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1188481337612742656],emotional_support_and_prayers,0,0,1,0,0,0
[1188481342524350466],irrelevant,0,0,0,0,1,0
[1188481355337867269],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1188481381170585603],emotional_support_and_prayers,0,0,1,0,0,0
[1188481437412089865],irrelevant,0,0,0,0,1,0
[1188481498132963329],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1188481499923910657],irrelevant,0,0,0,0,1,0
[1188481518378897408],opinions_and_criticism,0,0,0,0,0,1
[1188481546803654656],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1188481577736720388],opinions_and_criticism,0,0,0,0,0,1
[1188481593767268357],irrelevant,0,0,0,0,1,0
[1188481606941630466],irrelevant,0,0,0,0,1,0
[1188481637480325120],opinions_and_criticism,0,0,0,0,0,1
[1188481664806248448],infrastructure_and_utilities_damage caution_advice_and_crisis_updates,0,1,0,1,0,0
[1188481686587281415],infrastructure_and_utilities_damage caution_advice_and_crisis_updates,0,1,0,1,0,0
[1188481693600096256],irrelevant,0,0,0,0,1,0
[1188481736696651776],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1188481741004201984],opinions_and_criticism,0,0,0,0,0,1
[1188481745605349376],infrastructure_and_utilities_damage,0,0,0,1,0,0
[1188481751259238400],emotional_support_and_prayers,0,0,1,0,0,0
[1188481756229447680],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1188481775993004032],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1188481788030652418],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1188481817990631424],irrelevant,0,0,0,0,1,0
[1188481900245127168],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1188481956700393473],irrelevant,0,0,0,0,1,0
[1188481967576227841],infrastructure_and_utilities_damage,0,0,0,1,0,0
[1188481966636720128],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1188481980113063943],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1188481997070581762],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1188482034345414656],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1188482125126877184],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1188482128603996160],infrastructure_and_utilities_damage,0,0,0,1,0,0
[1188482134488600577],opinions_and_criticism,0,0,0,0,0,1
[1188482139572101120],emotional_support_and_prayers,0,0,1,0,0,0
[1188482254798020610],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1188482278877519873],irrelevant,0,0,0,0,1,0
[1188482302491484162],irrelevant,0,0,0,0,1,0
[1188482334816952322],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1188482366442016768],caution_advice_and_crisis_updates emotional_support_and_prayers,0,1,1,0,0,0
[1188482378924220418],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1188482415611858948],infrastructure_and_utilities_damage,0,0,0,1,0,0
[1188482493621702656],irrelevant,0,0,0,0,1,0
[1188482507546730496],irrelevant,0,0,0,0,1,0
[1188482520742088709],emotional_support_and_prayers,0,0,1,0,0,0
[1188482539134033926],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1188482553168183296],infrastructure_and_utilities_damage,0,0,0,1,0,0
[1188482589889306629],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1188482610298851328],irrelevant,0,0,0,0,1,0
[1188482613037715456],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1188482622781042688],infrastructure_and_utilities_damage,0,0,0,1,0,0
[1188482624710467584],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1188482652019531777],irrelevant,0,0,0,0,1,0
[1188482671850201089],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1188482696294604802],infrastructure_and_utilities_damage,0,0,0,1,0,0
[1188482745707778048],irrelevant,0,0,0,0,1,0
[1188482787352989696],emotional_support_and_prayers,0,0,1,0,0,0
[1188482798459478018],emotional_support_and_prayers,0,0,1,0,0,0
[1188482844282228736],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1188482860606472192],irrelevant,0,0,0,0,1,0
[1188482886623776769],irrelevant,0,0,0,0,1,0
[1188482897700884480],irrelevant,0,0,0,0,1,0
[1188482911571513344],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1188482982685937664],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1188483047026499584],irrelevant,0,0,0,0,1,0
[1188483079326851077],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1188483077259104262],irrelevant,0,0,0,0,1,0
[1188483111656579072],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1188483132623900672],emotional_support_and_prayers,0,0,1,0,0,0
[1188483143881383937],irrelevant,0,0,0,0,1,0
[1188483150940459009],emotional_support_and_prayers,0,0,1,0,0,0
[1188483295723565056],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1188483300643528704],irrelevant,0,0,0,0,1,0
[1188483328728547331],irrelevant,0,0,0,0,1,0
[1188483340652945409],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1188483347451961344],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1188483350236991491],irrelevant,0,0,0,0,1,0
[1188483385536237570],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1188483452464783364],irrelevant,0,0,0,0,1,0
[1188483476514844683],opinions_and_criticism,0,0,0,0,0,1
[1188483485155155968],irrelevant,0,0,0,0,1,0
[1188483509037555720],irrelevant,0,0,0,0,1,0
[1188483598799790080],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1188483650721140737],irrelevant,0,0,0,0,1,0
[1188483733881577472],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1188483753863241729],caution_advice_and_crisis_updates emotional_support_and_prayers,0,1,1,0,0,0
[1188483885383979009],opinions_and_criticism,0,0,0,0,0,1
[1188483972927557634],emotional_support_and_prayers,0,0,1,0,0,0
[1188484009443110912],opinions_and_criticism,0,0,0,0,0,1
[1188484013515825158],irrelevant,0,0,0,0,1,0
[1188484038971011072],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1188484042456551430],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1188484059548307456],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1188484072483512320],emotional_support_and_prayers,0,0,1,0,0,0
[1188484122521559041],irrelevant,0,0,0,0,1,0
[1188484339102818306],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1188484343414571008],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1188484388851519489],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1188484462730006530],emotional_support_and_prayers,0,0,1,0,0,0
[1188484487166005249],opinions_and_criticism,0,0,0,0,0,1
[1188484535685701639],infrastructure_and_utilities_damage,0,0,0,1,0,0
[1188484773888614401],opinions_and_criticism,0,0,0,0,0,1
[1188484805660426241],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1188484810005762048],emotional_support_and_prayers,0,0,1,0,0,0
[1188484859234258944],infrastructure_and_utilities_damage caution_advice_and_crisis_updates,0,1,0,1,0,0
[1188484938229862403],emotional_support_and_prayers,0,0,1,0,0,0
[1188484936942215169],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1188484972056924160],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1188484971834626048],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1188485003031785480],irrelevant,0,0,0,0,1,0
[1188485003753246720],emotional_support_and_prayers,0,0,1,0,0,0
[1188485007234482179],emotional_support_and_prayers,0,0,1,0,0,0
[1188485047629897730],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1188485065334022145],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1188485248784502785],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1188485341713502208],irrelevant,0,0,0,0,1,0
[1188485351477841925],emotional_support_and_prayers,0,0,1,0,0,0
[1188485372222812160],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1188485432486649858],emotional_support_and_prayers,0,0,1,0,0,0
[1188485564800131072],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1188485638502473729],caution_advice_and_crisis_updates opinions_and_criticism,0,1,0,0,0,1
[1188485786552934401],opinions_and_criticism,0,0,0,0,0,1
[1188485804890476556],opinions_and_criticism,0,0,0,0,0,1
[1188485812465360896],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1188485904664535040],irrelevant,0,0,0,0,1,0
[1188485973560172544],emotional_support_and_prayers,0,0,1,0,0,0
[1188486072864522240],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1188486149632856064],irrelevant,0,0,0,0,1,0
[1188486455024324611],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1188486573349834754],emotional_support_and_prayers,0,0,1,0,0,0
[1188486618489016320],irrelevant,0,0,0,0,1,0
[1188486667797176320],irrelevant,0,0,0,0,1,0
[1188486817231839232],irrelevant,0,0,0,0,1,0
[1188486874064703488],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1188486955408998400],irrelevant,0,0,0,0,1,0
[1188487050129039360],irrelevant,0,0,0,0,1,0
[1188487067568881665],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1188487087844184064],irrelevant,0,0,0,0,1,0
[1188487210175209473],opinions_and_criticism,0,0,0,0,0,1
[1188487257046634497],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1188487267565760512],infrastructure_and_utilities_damage,0,0,0,1,0,0
[1188487272452296704],irrelevant,0,0,0,0,1,0
[1188487334163034113],irrelevant,0,0,0,0,1,0
[1188487372465414145],caution_advice_and_crisis_updates emotional_support_and_prayers,0,1,1,0,0,0
[1188487409148813316],irrelevant,0,0,0,0,1,0
[1188487418317623307],infrastructure_and_utilities_damage,0,0,0,1,0,0
[1188487518729199616],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1188487569601900547],emotional_support_and_prayers,0,0,1,0,0,0
[1188487647469228034],opinions_and_criticism,0,0,0,0,0,1
[1188487752565870593],irrelevant,0,0,0,0,1,0
[1188487840356880385],irrelevant,0,0,0,0,1,0
[1188487845033500672],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1188487934254682112],irrelevant,0,0,0,0,1,0
[1188488356973465601],emotional_support_and_prayers,0,0,1,0,0,0
[1188488407485440002],irrelevant,0,0,0,0,1,0
[1188488483872096256],opinions_and_criticism,0,0,0,0,0,1
[1188488754157309953],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1188488800286269448],irrelevant,0,0,0,0,1,0
[1188488805508100098],irrelevant,0,0,0,0,1,0
[1188488935682576387],irrelevant,0,0,0,0,1,0
[1188488959934042113],irrelevant,0,0,0,0,1,0
[1188489071137644545],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1188489095741399041],irrelevant,0,0,0,0,1,0
[1188489158362357761],emotional_support_and_prayers,0,0,1,0,0,0
[1188489206001213440],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1188489240067395588],irrelevant,0,0,0,0,1,0
[1188489257775706112],infrastructure_and_utilities_damage,0,0,0,1,0,0
[1188489273143640064],infrastructure_and_utilities_damage,0,0,0,1,0,0
[1188489695472291840],emotional_support_and_prayers,0,0,1,0,0,0
[1188489708826853376],opinions_and_criticism,0,0,0,0,0,1
[1188490062348144640],irrelevant,0,0,0,0,1,0
[1188490094270996482],irrelevant,0,0,0,0,1,0
[1188490269316014083],irrelevant,0,0,0,0,1,0
[1188490266400956416],infrastructure_and_utilities_damage,0,0,0,1,0,0
[1188490284566487040],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1188490305038880769],emotional_support_and_prayers,0,0,1,0,0,0
[1188490315365277697],irrelevant,0,0,0,0,1,0
[1188490437851521025],irrelevant,0,0,0,0,1,0
[1188490664960499713],irrelevant,0,0,0,0,1,0
[1188490705603387392],affected_individuals_and_help,1,0,0,0,0,0
[1188490736397885440],opinions_and_criticism,0,0,0,0,0,1
[1188490746439098368],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1188490788688351233],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1188490862105415680],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1188490981345284096],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1188491773049495552],emotional_support_and_prayers,0,0,1,0,0,0
[1188491877110222849],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1188491968868954112],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1188492028478402560],emotional_support_and_prayers,0,0,1,0,0,0
[1188492039538786304],irrelevant,0,0,0,0,1,0
[1188492066722070531],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1188492309547180032],emotional_support_and_prayers,0,0,1,0,0,0
[1188492369152356354],opinions_and_criticism,0,0,0,0,0,1
[1188492389834510337],irrelevant,0,0,0,0,1,0
[1188492401293385729],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1188492523980967936],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1188492788364664833],caution_advice_and_crisis_updates emotional_support_and_prayers,0,1,1,0,0,0
[1188492842035007488],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1188492854307540992],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1188492861861519361],irrelevant,0,0,0,0,1,0
[1188492887174057987],irrelevant,0,0,0,0,1,0
[1188493010998300678],irrelevant,0,0,0,0,1,0
[1188493081194225669],infrastructure_and_utilities_damage,0,0,0,1,0,0
[1188493109400875008],emotional_support_and_prayers,0,0,1,0,0,0
[1188493269514293252],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1188493301244190720],irrelevant,0,0,0,0,1,0
[1188493404914814976],irrelevant,0,0,0,0,1,0
[1188493505435504640],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1188493685228523522],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1188493765348089856],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1188493797031841792],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1188493841743175682],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1188493843479568385],emotional_support_and_prayers,0,0,1,0,0,0
[1188493858327486466],opinions_and_criticism,0,0,0,0,0,1
[1188493875876368384],opinions_and_criticism,0,0,0,0,0,1
[1188493933841653760],infrastructure_and_utilities_damage,0,0,0,1,0,0
[1188494101957828610],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1188494304559456256],irrelevant,0,0,0,0,1,0
[1188494376818872321],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1188494518980632578],opinions_and_criticism,0,0,0,0,0,1
[1188494519110635521],irrelevant,0,0,0,0,1,0
[1188494704285016065],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1188494797897719808],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1188494978009518081],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1188495133106413570],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1188495201184239624],affected_individuals_and_help,1,0,0,0,0,0
[1188495548413820929],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1188495809412767744],irrelevant,0,0,0,0,1,0
[1188495852798697472],affected_individuals_and_help infrastructure_and_utilities_damage,1,0,0,1,0,0
[1188495943236313088],irrelevant,0,0,0,0,1,0
[1188496007052644352],irrelevant,0,0,0,0,1,0
[1188496175755878402],irrelevant,0,0,0,0,1,0
[1188496503712735233],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1188496525279879169],irrelevant,0,0,0,0,1,0
[1188496563531853824],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1188496944911568896],affected_individuals_and_help infrastructure_and_utilities_damage,1,0,0,1,0,0
[1188497042110320640],irrelevant,0,0,0,0,1,0
[1188497219856535552],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1188497252911865858],irrelevant,0,0,0,0,1,0
[1188497580105314305],irrelevant,0,0,0,0,1,0
[1188497951267741697],irrelevant,0,0,0,0,1,0
[1188498235851247616],irrelevant,0,0,0,0,1,0
[1188498410359480321],opinions_and_criticism,0,0,0,0,0,1
[1188498604874448899],opinions_and_criticism,0,0,0,0,0,1
[1188498632695255040],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1188498829856968704],emotional_support_and_prayers,0,0,1,0,0,0
[1188499094836334594],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1188499289531736064],emotional_support_and_prayers,0,0,1,0,0,0
[1188499528166588427],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1188499548005634049],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1188499699914936323],opinions_and_criticism,0,0,0,0,0,1
[1188499790738407424],irrelevant,0,0,0,0,1,0
[1188499880920211457],irrelevant,0,0,0,0,1,0
