ID,Information type
[1237717156453920770],caution_advice_and_crisis_updates
[1237717358560632832],caution_advice_and_crisis_updates
[1237718762771697666],caution_advice_and_crisis_updates
[1237719094251700224],caution_advice_and_crisis_updates
[1237719206210265088],irrelevant
[1237735193747824643],caution_advice_and_crisis_updates
[1237749187497857024],caution_advice_and_crisis_updates
[1237761682669256707],caution_advice_and_crisis_updates
[1237767058387087361],caution_advice_and_crisis_updates
[1237782887019302912],opinions_and_criticism
[1237802903819235329],caution_advice_and_crisis_updates
[1237821383071203329],opinions_and_criticism
[1237822386742996993],opinions_and_criticism
[1237822461468606466],irrelevant
[1237824039739064323],emotional_support_and_prayers
[1237837349494624260],irrelevant
[1237850365623554054],caution_advice_and_crisis_updates
[1237855888242667521],opinions_and_criticism
[1237860082160791552],emotional_support_and_prayers
[1237862521995812869],emotional_support_and_prayers
[1237869358086410242],affected_individuals_and_help
[1237870873316556800],emotional_support_and_prayers
[1237881472674967552],caution_advice_and_crisis_updates
[1237881760416841728],irrelevant
[1237883506308440064],caution_advice_and_crisis_updates
[1237893272762081281],opinions_and_criticism
[1237901487369527302],emotional_support_and_prayers
[1237910219184836608],emotional_support_and_prayers
[1237914492975091715],emotional_support_and_prayers
[1237952317607022592],caution_advice_and_crisis_updates
[1237955900784197632],emotional_support_and_prayers
[1237958708090544131],emotional_support_and_prayers
[1237971888791527430],emotional_support_and_prayers
[1237978591163547648],caution_advice_and_crisis_updates
[1237979714649759744],opinions_and_criticism
[1237985907984261121],caution_advice_and_crisis_updates
[1237987714949091328],emotional_support_and_prayers
[1238014684240007169],emotional_support_and_prayers
[1238016831295807488],caution_advice_and_crisis_updates
[1238020450585731073],caution_advice_and_crisis_updates
[1238023171934244864],caution_advice_and_crisis_updates infrastructure_and_utilities_damage
[1238023472086999040],irrelevant
[1238027156216741888],emotional_support_and_prayers
[1238029274021597185],infrastructure_and_utilities_damage
[1238030312174686208],affected_individuals_and_help
[1238033098752888832],emotional_support_and_prayers
[1238035347776385024],caution_advice_and_crisis_updates infrastructure_and_utilities_damage
[1238037631340023808],caution_advice_and_crisis_updates
[1238040742976802816],emotional_support_and_prayers
[1238044126848913408],caution_advice_and_crisis_updates
[1238045171847176193],affected_individuals_and_help
[1238049507834765312],emotional_support_and_prayers
[1238050028364673025],affected_individuals_and_help caution_advice_and_crisis_updates infrastructure_and_utilities_damage
[1238052883922333696],emotional_support_and_prayers
[1238054626169102336],caution_advice_and_crisis_updates infrastructure_and_utilities_damage
[1238055619065765894],infrastructure_and_utilities_damage
[1238055665265868801],opinions_and_criticism emotional_support_and_prayers
[1238056419519324160],caution_advice_and_crisis_updates infrastructure_and_utilities_damage
[1238060784531488769],caution_advice_and_crisis_updates
[1238060814055231493],caution_advice_and_crisis_updates
[1238062656864555008],caution_advice_and_crisis_updates
[1238064721833705473],caution_advice_and_crisis_updates infrastructure_and_utilities_damage
[1238065670534975491],caution_advice_and_crisis_updates
[1238072195693383680],irrelevant
[1238072565777793024],irrelevant
[1238073635606335489],caution_advice_and_crisis_updates infrastructure_and_utilities_damage
[1238074762045165568],affected_individuals_and_help
[1238074787970367488],irrelevant
[1238074824678875136],emotional_support_and_prayers
[1238074824389529600],irrelevant
[1238074842223710214],opinions_and_criticism
[1238074842810929152],irrelevant
[1238074937673486337],irrelevant
[1238075036663255041],emotional_support_and_prayers
[1238075094771077121],opinions_and_criticism
[1238078761746214913],affected_individuals_and_help
[1238079375272284162],affected_individuals_and_help
[1238079888109850626],emotional_support_and_prayers
[1238081123575570433],infrastructure_and_utilities_damage
[1238081837207105536],irrelevant
[1238083570117246977],caution_advice_and_crisis_updates infrastructure_and_utilities_damage
[1238084321417756674],affected_individuals_and_help
[1238084940211916801],caution_advice_and_crisis_updates
[1238085341950681088],caution_advice_and_crisis_updates
[1238085638710276097],caution_advice_and_crisis_updates emotional_support_and_prayers
[1238086026846969856],caution_advice_and_crisis_updates
[1238087000227487749],caution_advice_and_crisis_updates
[1238089391358332934],emotional_support_and_prayers
[1238091276966334466],caution_advice_and_crisis_updates
[1238091364325380098],opinions_and_criticism
[1238091752642412544],affected_individuals_and_help infrastructure_and_utilities_damage
[1238094224840486918],opinions_and_criticism
[1238094528785104898],caution_advice_and_crisis_updates infrastructure_and_utilities_damage
[1238097069778313223],opinions_and_criticism
[1238097983545257986],caution_advice_and_crisis_updates
[1238100349111750658],emotional_support_and_prayers
[1238101464834289665],caution_advice_and_crisis_updates
[1238101496945876992],irrelevant
[1238101681457565696],opinions_and_criticism
[1238101809870364674],caution_advice_and_crisis_updates
[1238104286426521600],emotional_support_and_prayers
[1238105841859014662],emotional_support_and_prayers
[1238106662889836544],caution_advice_and_crisis_updates infrastructure_and_utilities_damage
[1238108877478137858],irrelevant
[1238109392639270912],emotional_support_and_prayers
[1238111252829876231],infrastructure_and_utilities_damage
[1238111664161075201],caution_advice_and_crisis_updates
[1238112549419261953],affected_individuals_and_help
[1238112811831746566],affected_individuals_and_help
[1238113130380746753],affected_individuals_and_help
[1238114353032937473],infrastructure_and_utilities_damage
[1238114482003607559],caution_advice_and_crisis_updates
[1238115700847362048],caution_advice_and_crisis_updates
[1238115816501018630],caution_advice_and_crisis_updates infrastructure_and_utilities_damage
[1238115977574973443],caution_advice_and_crisis_updates infrastructure_and_utilities_damage
[1238116693009936384],caution_advice_and_crisis_updates
[1238117033159667721],opinions_and_criticism
[1238117117658046464],opinions_and_criticism
[1238117178089639936],opinions_and_criticism
[1238117205247586305],opinions_and_criticism
[1238117846019911680],caution_advice_and_crisis_updates
[1238117880115466240],caution_advice_and_crisis_updates
[1238117988047388672],opinions_and_criticism
[1238119028364894208],emotional_support_and_prayers
[1238119502430306309],affected_individuals_and_help
[1238119949186543617],caution_advice_and_crisis_updates
[1238121348603564032],caution_advice_and_crisis_updates
[1238121365120659458],caution_advice_and_crisis_updates
[1238121453784006657],opinions_and_criticism
[1238123932261191681],opinions_and_criticism
[1238125575685931020],emotional_support_and_prayers
[1238126085524664320],opinions_and_criticism
[1238129584584962049],caution_advice_and_crisis_updates emotional_support_and_prayers
[1238129730647404545],affected_individuals_and_help
[1238130114292047872],infrastructure_and_utilities_damage
[1238130193430188034],irrelevant
[1238130302301671424],emotional_support_and_prayers
[1238130457583239168],infrastructure_and_utilities_damage
[1238130859007500288],caution_advice_and_crisis_updates
[1238131096828682241],emotional_support_and_prayers
[1238131175673212928],emotional_support_and_prayers
[1238131210167234562],opinions_and_criticism
[1238131316908068868],opinions_and_criticism
[1238131385233268741],caution_advice_and_crisis_updates
[1238131429298573319],caution_advice_and_crisis_updates infrastructure_and_utilities_damage
[1238132224299597827],emotional_support_and_prayers
[1238132256058867715],caution_advice_and_crisis_updates
[1238132536137650178],caution_advice_and_crisis_updates
[1238132636402450434],opinions_and_criticism
[1238132730682118147],caution_advice_and_crisis_updates
[1238133300411203584],opinions_and_criticism
[1238133937802752003],caution_advice_and_crisis_updates
[1238134116345937920],infrastructure_and_utilities_damage
[1238134191545626631],opinions_and_criticism
[1238134216287813634],infrastructure_and_utilities_damage
[1238134531229696000],affected_individuals_and_help
[1238134570408652812],caution_advice_and_crisis_updates
[1238134608232886272],caution_advice_and_crisis_updates
[1238134719730065408],irrelevant
[1238134905596493824],irrelevant
[1238135084034777089],opinions_and_criticism
[1238135125554143233],opinions_and_criticism
[1238135138871062530],caution_advice_and_crisis_updates
[1238135332937371648],caution_advice_and_crisis_updates
[1238135356312236033],caution_advice_and_crisis_updates
[1238135579533082625],emotional_support_and_prayers
[1238136101707165696],caution_advice_and_crisis_updates infrastructure_and_utilities_damage
[1238136160381255685],opinions_and_criticism
[1238136418448408578],infrastructure_and_utilities_damage
[1238136519736557571],affected_individuals_and_help
[1238136540464926732],emotional_support_and_prayers
[1238136564422754304],caution_advice_and_crisis_updates
[1238136693519265792],caution_advice_and_crisis_updates
[1238136884553027586],opinions_and_criticism
[1238137166410264576],opinions_and_criticism
[1238137305090732032],caution_advice_and_crisis_updates infrastructure_and_utilities_damage
[1238137676550688769],caution_advice_and_crisis_updates
[1238137706619842560],emotional_support_and_prayers
[1238137954800996353],infrastructure_and_utilities_damage
[1238138228936507392],caution_advice_and_crisis_updates
[1238138326378516481],opinions_and_criticism
[1238138641035276290],caution_advice_and_crisis_updates infrastructure_and_utilities_damage
[1238138662308712448],irrelevant
[1238138685889093643],infrastructure_and_utilities_damage
[1238138993365180416],caution_advice_and_crisis_updates
[1238139491111645185],opinions_and_criticism
[1238139660133634050],opinions_and_criticism
[1238140408812769286],caution_advice_and_crisis_updates opinions_and_criticism
[1238140704527966211],opinions_and_criticism
[1238141078693347328],caution_advice_and_crisis_updates
[1238141689203699712],caution_advice_and_crisis_updates infrastructure_and_utilities_damage
[1238142079382978561],opinions_and_criticism
[1238142139546165250],opinions_and_criticism
[1238144076555444225],caution_advice_and_crisis_updates
[1238144086948839424],emotional_support_and_prayers
[1238144749472710656],emotional_support_and_prayers
[1238144771853557760],irrelevant
[1238144786080706560],opinions_and_criticism
[1238144974706876419],caution_advice_and_crisis_updates
[1238145088364187648],irrelevant
[1238145231108870144],infrastructure_and_utilities_damage
[1238145329138196485],affected_individuals_and_help
[1238145420456538113],irrelevant
[1238145479675973632],affected_individuals_and_help infrastructure_and_utilities_damage opinions_and_criticism
[1238145612832485377],opinions_and_criticism
[1238145643123785734],caution_advice_and_crisis_updates
[1238145675260502018],irrelevant
[1238145872896163840],opinions_and_criticism
[1238145948569735168],irrelevant
[1238146140169818113],caution_advice_and_crisis_updates
[1238146401726578688],caution_advice_and_crisis_updates
[1238146501127409665],emotional_support_and_prayers
[1238146607566270465],opinions_and_criticism
[1238146619171909635],opinions_and_criticism
[1238146922059304961],opinions_and_criticism
[1238146969824047107],emotional_support_and_prayers
[1238147047703883783],opinions_and_criticism
[1238147128482058242],irrelevant
[1238147194642890755],caution_advice_and_crisis_updates
[1238147204864520192],caution_advice_and_crisis_updates
[1238147300935061505],opinions_and_criticism
[1238147364847783936],opinions_and_criticism
[1238147481617215489],opinions_and_criticism
[1238147571316658176],opinions_and_criticism
[1238147749452840962],caution_advice_and_crisis_updates
[1238149867245056005],caution_advice_and_crisis_updates emotional_support_and_prayers
[1238152733347188737],caution_advice_and_crisis_updates
[1238153347833757696],caution_advice_and_crisis_updates emotional_support_and_prayers
[1238155560845029378],affected_individuals_and_help caution_advice_and_crisis_updates infrastructure_and_utilities_damage
[1238158280352051202],caution_advice_and_crisis_updates
[1238158831756156930],emotional_support_and_prayers
[1238159539175919618],caution_advice_and_crisis_updates
[1238159779467366400],opinions_and_criticism
[1238160860784332802],opinions_and_criticism
[1238164649150943232],emotional_support_and_prayers
[1238167509599166466],opinions_and_criticism
[1238168376335310854],affected_individuals_and_help caution_advice_and_crisis_updates
[1238169490246033409],affected_individuals_and_help
[1238173265664913409],affected_individuals_and_help
[1238176654926712834],caution_advice_and_crisis_updates emotional_support_and_prayers
[1238177420806668288],emotional_support_and_prayers
[1238177479556284416],opinions_and_criticism
[1238177772981424128],opinions_and_criticism
[1238177846184591365],opinions_and_criticism
[1238178767492788227],emotional_support_and_prayers
[1238178851315990535],opinions_and_criticism
[1238179145777061890],irrelevant
[1238181250151710720],emotional_support_and_prayers
[1238181273300066310],irrelevant
[1238182559814684675],emotional_support_and_prayers
[1238187468958072833],opinions_and_criticism
[1238187790816378881],opinions_and_criticism
[1238187854322335751],emotional_support_and_prayers
[1238187994697404420],irrelevant
[1238188315762982913],opinions_and_criticism
[1238188400349515776],opinions_and_criticism
[1238188609850814464],infrastructure_and_utilities_damage opinions_and_criticism
[1238189380273082368],irrelevant
[1238190475053543425],irrelevant
[1238191029175693312],caution_advice_and_crisis_updates
[1238191504268681216],emotional_support_and_prayers
[1238192323500150786],infrastructure_and_utilities_damage
[1238192419717500928],irrelevant
[1238193480297517060],affected_individuals_and_help
[1238193963288399873],caution_advice_and_crisis_updates
[1238194303463305222],opinions_and_criticism
[1238194792732995584],emotional_support_and_prayers
[1238195417663311872],irrelevant
[1238195430640541697],emotional_support_and_prayers
[1238195515285811202],irrelevant
[1238195575495053312],caution_advice_and_crisis_updates infrastructure_and_utilities_damage
[1238195855498317824],opinions_and_criticism
[1238196147086376978],emotional_support_and_prayers
[1238196630328872960],affected_individuals_and_help infrastructure_and_utilities_damage
[1238196712423948288],caution_advice_and_crisis_updates infrastructure_and_utilities_damage
[1238196737241681923],opinions_and_criticism
[1238196796670836740],affected_individuals_and_help infrastructure_and_utilities_damage
[1238196873682464768],irrelevant
[1238197053198606338],irrelevant
[1238197328399470593],opinions_and_criticism
[1238197910308892672],emotional_support_and_prayers
[1238197945385848838],affected_individuals_and_help infrastructure_and_utilities_damage
[1238198449562140679],caution_advice_and_crisis_updates
[1238198488682377217],affected_individuals_and_help
[1238198564096028673],emotional_support_and_prayers
[1238198568747442176],irrelevant
[1238198604025774094],infrastructure_and_utilities_damage
[1238198624603029514],infrastructure_and_utilities_damage opinions_and_criticism
[1238198629711691776],irrelevant
[1238198641053106177],infrastructure_and_utilities_damage
[1238198682920648706],irrelevant
[1238198725929025542],irrelevant
[1238198760154464259],irrelevant
[1238199454773190656],irrelevant
[1238199509462761478],opinions_and_criticism
[1238201221976113153],caution_advice_and_crisis_updates
[1238201875633254401],opinions_and_criticism
[1238204286426890258],affected_individuals_and_help infrastructure_and_utilities_damage opinions_and_criticism
[1238204374985441280],irrelevant
[1238204449841131520],irrelevant
[1238204511954616342],caution_advice_and_crisis_updates infrastructure_and_utilities_damage
[1238204529369366535],irrelevant
[1238204539066597390],irrelevant
[1238204579445182466],irrelevant
[1238204644318482438],irrelevant
[1238204792549322752],caution_advice_and_crisis_updates
[1238204866738208789],irrelevant
[1238205166534475776],irrelevant
[1238205219181379596],opinions_and_criticism
[1238205256342933509],emotional_support_and_prayers
[1238205277155049482],emotional_support_and_prayers
[1238205300685111296],affected_individuals_and_help
[1238205303306498049],opinions_and_criticism
[1238205340618981377],irrelevant
[1238205374144094208],affected_individuals_and_help caution_advice_and_crisis_updates
[1238205384374063114],irrelevant
[1238205668492001294],affected_individuals_and_help
[1238206257011572745],irrelevant
[1238206262929735685],irrelevant
[1238206272052346883],caution_advice_and_crisis_updates
[1238206293124530180],opinions_and_criticism
[1238206294068285440],infrastructure_and_utilities_damage opinions_and_criticism
[1238206306823127072],irrelevant
[1238206378067603456],opinions_and_criticism
[1238206419461160967],affected_individuals_and_help
[1238206423600955393],opinions_and_criticism
[1238206426251739147],opinions_and_criticism
[1238206439635763222],infrastructure_and_utilities_damage
[1238206438461313027],irrelevant
[1238206438775959552],opinions_and_criticism
[1238206460108161026],opinions_and_criticism
[1238210827267846150],irrelevant
[1238210869466628101],irrelevant
[1238210877301587968],emotional_support_and_prayers
[1238210890559873028],caution_advice_and_crisis_updates
[1238211067857289225],opinions_and_criticism
[1238211085867548679],emotional_support_and_prayers
[1238211112224595968],opinions_and_criticism
[1238211294018392065],opinions_and_criticism
[1238211374452531201],irrelevant
[1238211786547085314],irrelevant
[1238211882969956352],irrelevant
[1238212033537028098],caution_advice_and_crisis_updates
[1238212050289135616],opinions_and_criticism
[1238212069289230339],emotional_support_and_prayers
[1238212124977102850],caution_advice_and_crisis_updates
[1238212233903169536],affected_individuals_and_help
[1238212337695416321],irrelevant
[1238212481329377282],opinions_and_criticism
[1238212769998127105],affected_individuals_and_help
[1238212810544480257],irrelevant
[1238212850797154306],opinions_and_criticism
[1238212880039849985],irrelevant
[1238212885274333191],opinions_and_criticism
[1238212905205747713],irrelevant
[1238212963791749124],opinions_and_criticism
[1238213053730168832],irrelevant
[1238213086135365633],opinions_and_criticism
[1238213170394783752],affected_individuals_and_help
[1238213186496716801],opinions_and_criticism
[1238213214695014407],irrelevant
[1238213305401032710],irrelevant
[1238213332110381057],affected_individuals_and_help
[1238213375877922819],opinions_and_criticism
[1238213396149010432],irrelevant
[1238213411651178499],irrelevant
[1238213608867323906],opinions_and_criticism
[1238213677234323456],caution_advice_and_crisis_updates
[1238213704707190784],affected_individuals_and_help
[1238213792049369088],irrelevant
[1238214090549534721],caution_advice_and_crisis_updates
[1238214116403286016],irrelevant
[1238214304018677765],affected_individuals_and_help
[1238214324113543168],infrastructure_and_utilities_damage
[1238214339091410945],emotional_support_and_prayers
[1238214364072742916],irrelevant
[1238214468510851072],emotional_support_and_prayers
[1238214487456522241],irrelevant
[1238214931260071948],caution_advice_and_crisis_updates
[1238215036218290179],caution_advice_and_crisis_updates
[1238215400057442304],caution_advice_and_crisis_updates
[1238215497881190404],irrelevant
[1238215590394728448],irrelevant
[1238215600146649088],affected_individuals_and_help
[1238215679448317955],emotional_support_and_prayers
[1238215826978848780],irrelevant
[1238216034106163208],infrastructure_and_utilities_damage
[1238216057032183814],irrelevant
[1238220700122599425],irrelevant
[1238220897691058176],irrelevant
[1238221083582627840],irrelevant
[1238221116105199617],emotional_support_and_prayers
[1238221122358906881],irrelevant
[1238221242819362823],caution_advice_and_crisis_updates infrastructure_and_utilities_damage
[1238221292765134853],emotional_support_and_prayers
[1238221301707354117],emotional_support_and_prayers
[1238221325405224961],irrelevant
[1238221377578110976],irrelevant
[1238221398834909184],irrelevant
[1238221403532427266],irrelevant
[1238221639185244161],irrelevant
[1238232237197402113],caution_advice_and_crisis_updates
[1238232237579132928],irrelevant
[1238232294411980801],irrelevant
[1238232520371638274],irrelevant
[1238232645827510273],irrelevant
[1238232648264318983],irrelevant
[1238232657965834241],opinions_and_criticism
[1238232674931806208],irrelevant
[1238232694087188487],emotional_support_and_prayers
[1238232743529644033],irrelevant
[1238232783723606016],irrelevant
[1238232890980302850],irrelevant
[1238232923767218177],opinions_and_criticism
[1238233454799720455],irrelevant
[1238233576057044992],irrelevant
[1238233609607294979],irrelevant
[1238233742675791872],irrelevant
[1238233769733230593],caution_advice_and_crisis_updates
[1238233800091619329],opinions_and_criticism
[1238233836884045830],irrelevant
[1238233853023719424],caution_advice_and_crisis_updates
[1238233958627921923],irrelevant
[1238234014353416192],caution_advice_and_crisis_updates
[1238234120423182338],irrelevant
[1238234160461905920],affected_individuals_and_help
[1238234284038782976],opinions_and_criticism
[1238234291093622792],emotional_support_and_prayers
[1238234327605039104],irrelevant
[1238234330398408709],opinions_and_criticism
[1238234401793851392],caution_advice_and_crisis_updates
[1238234519267938304],irrelevant
[1238234541287968768],irrelevant
[1238234579376488451],opinions_and_criticism
[1238234616202436608],emotional_support_and_prayers
[1238234636536483840],irrelevant
[1238234743575109632],irrelevant
[1238234741020778497],opinions_and_criticism
[1238234748255981573],opinions_and_criticism
[1238234864060715009],irrelevant
[1238234869404139520],irrelevant
[1238234905055821826],irrelevant
[1238234937125408769],opinions_and_criticism
[1238234962161209350],affected_individuals_and_help
[1238234974555430912],caution_advice_and_crisis_updates
[1238234984869134336],irrelevant
[1238235003571617793],irrelevant
[1238235216164065282],irrelevant
[1238235227568459777],opinions_and_criticism
[1238235416823767042],irrelevant
[1238235573887873024],irrelevant
[1238235578434535424],opinions_and_criticism
[1238235584872751107],opinions_and_criticism
[1238235642607394817],caution_advice_and_crisis_updates
[1238235688916656133],opinions_and_criticism
[1238235702355206151],opinions_and_criticism
[1238235748438065153],opinions_and_criticism
[1238235770793713666],irrelevant
[1238235893317730312],emotional_support_and_prayers
[1238235896312483842],opinions_and_criticism
[1238236024255516672],emotional_support_and_prayers
[1238236035781406720],emotional_support_and_prayers
[1238236036871921672],opinions_and_criticism
[1238236245278556161],emotional_support_and_prayers
[1238236519133073417],caution_advice_and_crisis_updates
[1238236687857324042],caution_advice_and_crisis_updates
[1238237014622789632],affected_individuals_and_help
[1238237266876694528],caution_advice_and_crisis_updates
[1238237501652963331],opinions_and_criticism
[1238237529897422849],opinions_and_criticism
[1238237607789813760],opinions_and_criticism
[1238237686965702657],opinions_and_criticism
[1238237696713244672],opinions_and_criticism
[1238237721681944582],irrelevant
[1238237807547691008],irrelevant
[1238237823242821632],opinions_and_criticism
[1238237935196991488],irrelevant
[1238237983431589890],opinions_and_criticism
[1238238077472169984],affected_individuals_and_help opinions_and_criticism
[1238238166538223617],emotional_support_and_prayers
[1238238340572426241],caution_advice_and_crisis_updates
[1238238665689702401],opinions_and_criticism
[1238238885534187520],opinions_and_criticism
[1238239005097037825],irrelevant
[1238239040845070337],infrastructure_and_utilities_damage
[1238239058716958721],irrelevant
[1238239081815052288],caution_advice_and_crisis_updates infrastructure_and_utilities_damage
[1238239227533459456],emotional_support_and_prayers
[1238239383175737351],irrelevant
[1238239491934040065],irrelevant
[1238239538998280193],irrelevant
[1238239567989428224],caution_advice_and_crisis_updates
[1238239575295889408],irrelevant
[1238239676164694018],caution_advice_and_crisis_updates
[1238239741700648962],infrastructure_and_utilities_damage
[1238239980692144128],caution_advice_and_crisis_updates
[1238240018189213703],caution_advice_and_crisis_updates
[1238240385413066753],irrelevant
[1238240528543744001],opinions_and_criticism
[1238240551138471936],irrelevant
[1238240700782837761],caution_advice_and_crisis_updates
[1238240962016657408],irrelevant
[1238240966143815687],irrelevant
[1238241007491264515],irrelevant
[1238241023974875144],emotional_support_and_prayers
[1238241142308835329],opinions_and_criticism
[1238241244511338496],caution_advice_and_crisis_updates
[1238241767562018821],opinions_and_criticism
[1238241768895897600],irrelevant
[1238242013348163584],opinions_and_criticism
[1238242287559348229],caution_advice_and_crisis_updates
[1238242385265655809],affected_individuals_and_help
[1238242538391318531],emotional_support_and_prayers
[1238242542199738369],opinions_and_criticism
[1238242544473047042],emotional_support_and_prayers
[1238242591147200512],opinions_and_criticism
[1238242639302012928],infrastructure_and_utilities_damage
[1238242755513667584],irrelevant
[1238242817937485825],opinions_and_criticism
[1238242889672597507],irrelevant
[1238242895074865154],opinions_and_criticism
[1238242899097239554],infrastructure_and_utilities_damage
[1238242946119598082],irrelevant
[1238242988184219648],opinions_and_criticism
[1238243059181268993],caution_advice_and_crisis_updates infrastructure_and_utilities_damage
[1238243111928807426],caution_advice_and_crisis_updates
[1238243139342794753],caution_advice_and_crisis_updates
[1238243222700339202],infrastructure_and_utilities_damage
[1238243241247608833],opinions_and_criticism
[1238243257102094344],irrelevant
[1238243365080256512],opinions_and_criticism
[1238243502992945152],irrelevant
[1238243593032282113],emotional_support_and_prayers
[1238243685361483777],caution_advice_and_crisis_updates
[1238243707301888000],irrelevant
[1238243767481700353],caution_advice_and_crisis_updates
[1238243875027857408],opinions_and_criticism
[1238243904463482887],opinions_and_criticism
[1238243906485174272],opinions_and_criticism
[1238243988420923393],opinions_and_criticism
[1238244302985232386],irrelevant
[1238244371084070915],irrelevant
[1238244788887080963],irrelevant
[1238244888552058880],infrastructure_and_utilities_damage
[1238244893702737925],opinions_and_criticism
[1238244960484368384],opinions_and_criticism
[1238244993749393411],infrastructure_and_utilities_damage
[1238245106467115009],opinions_and_criticism
[1238245186255433728],irrelevant
[1238245285177982977],emotional_support_and_prayers
[1238245612866490369],opinions_and_criticism
[1238245656931627011],opinions_and_criticism
[1238245788314144769],emotional_support_and_prayers
[1238246111716007944],opinions_and_criticism
[1238246359758704641],opinions_and_criticism
[1238246369963409409],opinions_and_criticism
[1238246451878096896],irrelevant
[1238246523579895808],opinions_and_criticism
[1238246556609974272],irrelevant
[1238246654643507206],opinions_and_criticism
[1238246730187124737],caution_advice_and_crisis_updates
[1238246957195427841],caution_advice_and_crisis_updates
[1238247285705842688],irrelevant
[1238247559040315393],caution_advice_and_crisis_updates
[1238247571778387970],caution_advice_and_crisis_updates
[1238248147857571840],irrelevant
[1238248268326412296],infrastructure_and_utilities_damage
[1238248387415326723],infrastructure_and_utilities_damage
[1238248506478989312],opinions_and_criticism
[1238248801737064457],irrelevant
[1238249069094502409],opinions_and_criticism
[1238249284115615744],caution_advice_and_crisis_updates
[1238249692082900995],caution_advice_and_crisis_updates
[1238249690791120906],caution_advice_and_crisis_updates
[1238250033943916544],caution_advice_and_crisis_updates infrastructure_and_utilities_damage
[1238250042311553025],irrelevant
