ID,Information type,affected_individuals_and_help,caution_advice_and_crisis_updates,emotional_support_and_prayers,infrastructure_and_utilities_damage,irrelevant,opinions_and_criticism
[1237616803469197312],irrelevant,0,0,0,0,1,0
[1237617670746406913],irrelevant,0,0,0,0,1,0
[1237619260383346689],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1237619744863289344],irrelevant,0,0,0,0,1,0
[1237619885691281408],irrelevant,0,0,0,0,1,0
[1237619972710563842],irrelevant,0,0,0,0,1,0
[1237620953250697216],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1237621283447332864],irrelevant,0,0,0,0,1,0
[1237623152659890182],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1237624807144820736],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1237624944466550785],irrelevant,0,0,0,0,1,0
[1237629816792395776],irrelevant,0,0,0,0,1,0
[1237630294829694976],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1237632524316270592],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1237634360108597249],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1237634720906620928],irrelevant,0,0,0,0,1,0
[1237636945305571328],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1237637096367587328],irrelevant,0,0,0,0,1,0
[1237637795860172800],opinions_and_criticism,0,0,0,0,0,1
[1237638163847315456],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1237640862663880706],irrelevant,0,0,0,0,1,0
[1237641950972567552],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1237643939567583232],opinions_and_criticism,0,0,0,0,0,1
[1237644225489113090],emotional_support_and_prayers,0,0,1,0,0,0
[1237644673176547328],irrelevant,0,0,0,0,1,0
[1237645500184178689],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1237646887177592833],irrelevant,0,0,0,0,1,0
[1237649200952852487],opinions_and_criticism,0,0,0,0,0,1
[1237651528376291328],opinions_and_criticism,0,0,0,0,0,1
[1237651664926105600],irrelevant,0,0,0,0,1,0
[1237652591334522881],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1237653124871061504],irrelevant,0,0,0,0,1,0
[1237655027096981506],irrelevant,0,0,0,0,1,0
[1237657679528632320],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1237659627971584000],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1237664729918824448],irrelevant,0,0,0,0,1,0
[1237671877784547329],irrelevant,0,0,0,0,1,0
[1237672582540902402],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1237681097082839041],emotional_support_and_prayers,0,0,1,0,0,0
[1237684911382896641],irrelevant,0,0,0,0,1,0
[1237688512268382208],irrelevant,0,0,0,0,1,0
[1237689119653978112],irrelevant,0,0,0,0,1,0
[1237698600790081537],irrelevant,0,0,0,0,1,0
[1237698747934617601],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1237704543225483264],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1237708499049762822],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1237715288386342913],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1237715681983918080],irrelevant,0,0,0,0,1,0
[1237716827746246658],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1237716827767287809],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1237717156453920770],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1237717358560632832],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1237718762771697666],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1237719094251700224],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1237719206210265088],irrelevant,0,0,0,0,1,0
[1237735193747824643],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1237749187497857024],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1237782887019302912],opinions_and_criticism,0,0,0,0,0,1
[1237802903819235329],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1237821383071203329],opinions_and_criticism,0,0,0,0,0,1
[1237822386742996993],opinions_and_criticism,0,0,0,0,0,1
[1237822461468606466],irrelevant,0,0,0,0,1,0
[1237824039739064323],emotional_support_and_prayers,0,0,1,0,0,0
[1237837349494624260],irrelevant,0,0,0,0,1,0
[1237862521995812869],emotional_support_and_prayers,0,0,1,0,0,0
[1237869358086410242],affected_individuals_and_help,1,0,0,0,0,0
[1237870873316556800],emotional_support_and_prayers,0,0,1,0,0,0
[1237881472674967552],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1237881760416841728],irrelevant,0,0,0,0,1,0
[1237883506308440064],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1237910219184836608],emotional_support_and_prayers,0,0,1,0,0,0
[1237952317607022592],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1237955900784197632],emotional_support_and_prayers,0,0,1,0,0,0
[1237958708090544131],emotional_support_and_prayers,0,0,1,0,0,0
[1237971888791527430],emotional_support_and_prayers,0,0,1,0,0,0
[1237979714649759744],opinions_and_criticism,0,0,0,0,0,1
[1237985907984261121],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1238014684240007169],emotional_support_and_prayers,0,0,1,0,0,0
[1238016831295807488],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1238020450585731073],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1238023472086999040],irrelevant,0,0,0,0,1,0
[1238027156216741888],emotional_support_and_prayers,0,0,1,0,0,0
[1238030312174686208],affected_individuals_and_help,1,0,0,0,0,0
[1238037631340023808],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1238040742976802816],emotional_support_and_prayers,0,0,1,0,0,0
[1238044126848913408],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1238045171847176193],affected_individuals_and_help,1,0,0,0,0,0
[1238049507834765312],emotional_support_and_prayers,0,0,1,0,0,0
[1238050028364673025],affected_individuals_and_help caution_advice_and_crisis_updates infrastructure_and_utilities_damage,1,1,0,1,0,0
[1238052883922333696],emotional_support_and_prayers,0,0,1,0,0,0
[1238054626169102336],caution_advice_and_crisis_updates infrastructure_and_utilities_damage,0,1,0,1,0,0
[1238055619065765894],infrastructure_and_utilities_damage,0,0,0,1,0,0
[1238055665265868801],opinions_and_criticism emotional_support_and_prayers,0,0,1,0,0,1
[1238060784531488769],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1238060814055231493],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1238065670534975491],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1238072195693383680],irrelevant,0,0,0,0,1,0
[1238072565777793024],irrelevant,0,0,0,0,1,0
[1238074762045165568],affected_individuals_and_help,1,0,0,0,0,0
[1238074787970367488],irrelevant,0,0,0,0,1,0
[1238074824678875136],emotional_support_and_prayers,0,0,1,0,0,0
[1238074824389529600],irrelevant,0,0,0,0,1,0
[1238074842223710214],opinions_and_criticism,0,0,0,0,0,1
[1238074842810929152],irrelevant,0,0,0,0,1,0
[1238074937673486337],irrelevant,0,0,0,0,1,0
[1238078761746214913],affected_individuals_and_help,1,0,0,0,0,0
[1238079375272284162],affected_individuals_and_help,1,0,0,0,0,0
[1238079888109850626],emotional_support_and_prayers,0,0,1,0,0,0
[1238081123575570433],infrastructure_and_utilities_damage,0,0,0,1,0,0
[1238084940211916801],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1238085341950681088],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1238085638710276097],caution_advice_and_crisis_updates emotional_support_and_prayers,0,1,1,0,0,0
[1238086026846969856],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1238087000227487749],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1238089391358332934],emotional_support_and_prayers,0,0,1,0,0,0
[1238091276966334466],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1238091364325380098],opinions_and_criticism,0,0,0,0,0,1
[1238091752642412544],affected_individuals_and_help infrastructure_and_utilities_damage,1,0,0,1,0,0
[1238094224840486918],opinions_and_criticism,0,0,0,0,0,1
[1238094528785104898],caution_advice_and_crisis_updates infrastructure_and_utilities_damage,0,1,0,1,0,0
[1238097069778313223],opinions_and_criticism,0,0,0,0,0,1
[1238100349111750658],emotional_support_and_prayers,0,0,1,0,0,0
[1238101464834289665],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1238101496945876992],irrelevant,0,0,0,0,1,0
[1238101681457565696],opinions_and_criticism,0,0,0,0,0,1
[1238101809870364674],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1238105841859014662],emotional_support_and_prayers,0,0,1,0,0,0
[1238106662889836544],caution_advice_and_crisis_updates infrastructure_and_utilities_damage,0,1,0,1,0,0
[1238108877478137858],irrelevant,0,0,0,0,1,0
[1238109392639270912],emotional_support_and_prayers,0,0,1,0,0,0
[1238111252829876231],infrastructure_and_utilities_damage,0,0,0,1,0,0
[1238112549419261953],affected_individuals_and_help,1,0,0,0,0,0
[1238112811831746566],affected_individuals_and_help,1,0,0,0,0,0
[1238113130380746753],affected_individuals_and_help,1,0,0,0,0,0
[1238114353032937473],infrastructure_and_utilities_damage,0,0,0,1,0,0
[1238114482003607559],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1238115700847362048],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1238115816501018630],caution_advice_and_crisis_updates infrastructure_and_utilities_damage,0,1,0,1,0,0
[1238116693009936384],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1238117033159667721],opinions_and_criticism,0,0,0,0,0,1
[1238117117658046464],opinions_and_criticism,0,0,0,0,0,1
[1238117205247586305],opinions_and_criticism,0,0,0,0,0,1
[1238117846019911680],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1238117880115466240],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1238117988047388672],opinions_and_criticism,0,0,0,0,0,1
[1238119502430306309],affected_individuals_and_help,1,0,0,0,0,0
[1238121348603564032],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1238121365120659458],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1238121453784006657],opinions_and_criticism,0,0,0,0,0,1
[1238125575685931020],emotional_support_and_prayers,0,0,1,0,0,0
[1238126085524664320],opinions_and_criticism,0,0,0,0,0,1
[1238129584584962049],caution_advice_and_crisis_updates emotional_support_and_prayers,0,1,1,0,0,0
[1238129730647404545],affected_individuals_and_help,1,0,0,0,0,0
[1238130114292047872],infrastructure_and_utilities_damage,0,0,0,1,0,0
[1238130193430188034],irrelevant,0,0,0,0,1,0
[1238130302301671424],emotional_support_and_prayers,0,0,1,0,0,0
[1238130457583239168],infrastructure_and_utilities_damage,0,0,0,1,0,0
[1238130859007500288],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1238131096828682241],emotional_support_and_prayers,0,0,1,0,0,0
[1238131175673212928],emotional_support_and_prayers,0,0,1,0,0,0
[1238131316908068868],opinions_and_criticism,0,0,0,0,0,1
[1238131385233268741],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1238131429298573319],caution_advice_and_crisis_updates infrastructure_and_utilities_damage,0,1,0,1,0,0
[1238132224299597827],emotional_support_and_prayers,0,0,1,0,0,0
[1238132256058867715],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1238132536137650178],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1238132636402450434],opinions_and_criticism,0,0,0,0,0,1
[1238132730682118147],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1238133300411203584],opinions_and_criticism,0,0,0,0,0,1
[1238134116345937920],infrastructure_and_utilities_damage,0,0,0,1,0,0
[1238134216287813634],infrastructure_and_utilities_damage,0,0,0,1,0,0
[1238134531229696000],affected_individuals_and_help,1,0,0,0,0,0
[1238134570408652812],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1238134719730065408],irrelevant,0,0,0,0,1,0
[1238134905596493824],irrelevant,0,0,0,0,1,0
[1238135084034777089],opinions_and_criticism,0,0,0,0,0,1
[1238135125554143233],opinions_and_criticism,0,0,0,0,0,1
[1238135332937371648],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1238135356312236033],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1238135579533082625],emotional_support_and_prayers,0,0,1,0,0,0
[1238136160381255685],opinions_and_criticism,0,0,0,0,0,1
[1238136418448408578],infrastructure_and_utilities_damage,0,0,0,1,0,0
[1238136519736557571],affected_individuals_and_help,1,0,0,0,0,0
[1238136564422754304],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1238137166410264576],opinions_and_criticism,0,0,0,0,0,1
[1238137305090732032],caution_advice_and_crisis_updates infrastructure_and_utilities_damage,0,1,0,1,0,0
[1238137676550688769],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1238137954800996353],infrastructure_and_utilities_damage,0,0,0,1,0,0
[1238138228936507392],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1238138326378516481],opinions_and_criticism,0,0,0,0,0,1
[1238138662308712448],irrelevant,0,0,0,0,1,0
[1238138685889093643],infrastructure_and_utilities_damage,0,0,0,1,0,0
[1238138993365180416],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1238139660133634050],opinions_and_criticism,0,0,0,0,0,1
[1238140408812769286],caution_advice_and_crisis_updates opinions_and_criticism,0,1,0,0,0,1
[1238140704527966211],opinions_and_criticism,0,0,0,0,0,1
[1238141078693347328],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1238141689203699712],caution_advice_and_crisis_updates infrastructure_and_utilities_damage,0,1,0,1,0,0
[1238142079382978561],opinions_and_criticism,0,0,0,0,0,1
[1238142139546165250],opinions_and_criticism,0,0,0,0,0,1
[1238144076555444225],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1238144749472710656],emotional_support_and_prayers,0,0,1,0,0,0
[1238144771853557760],irrelevant,0,0,0,0,1,0
[1238144786080706560],opinions_and_criticism,0,0,0,0,0,1
[1238144974706876419],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1238145088364187648],irrelevant,0,0,0,0,1,0
[1238145231108870144],infrastructure_and_utilities_damage,0,0,0,1,0,0
[1238145329138196485],affected_individuals_and_help,1,0,0,0,0,0
[1238145479675973632],affected_individuals_and_help infrastructure_and_utilities_damage opinions_and_criticism,1,0,0,1,0,1
[1238145643123785734],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1238145675260502018],irrelevant,0,0,0,0,1,0
[1238145872896163840],opinions_and_criticism,0,0,0,0,0,1
[1238145948569735168],irrelevant,0,0,0,0,1,0
[1238146140169818113],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1238146401726578688],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1238146607566270465],opinions_and_criticism,0,0,0,0,0,1
[1238146619171909635],opinions_and_criticism,0,0,0,0,0,1
[1238146922059304961],opinions_and_criticism,0,0,0,0,0,1
[1238146969824047107],emotional_support_and_prayers,0,0,1,0,0,0
[1238147047703883783],opinions_and_criticism,0,0,0,0,0,1
[1238147128482058242],irrelevant,0,0,0,0,1,0
[1238147204864520192],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1238147481617215489],opinions_and_criticism,0,0,0,0,0,1
[1238147749452840962],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1238149867245056005],caution_advice_and_crisis_updates emotional_support_and_prayers,0,1,1,0,0,0
[1238152733347188737],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1238153347833757696],caution_advice_and_crisis_updates emotional_support_and_prayers,0,1,1,0,0,0
[1238155560845029378],affected_individuals_and_help caution_advice_and_crisis_updates infrastructure_and_utilities_damage,1,1,0,1,0,0
[1238158280352051202],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1238158831756156930],emotional_support_and_prayers,0,0,1,0,0,0
[1238159539175919618],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1238160860784332802],opinions_and_criticism,0,0,0,0,0,1
[1238164649150943232],emotional_support_and_prayers,0,0,1,0,0,0
[1238167509599166466],opinions_and_criticism,0,0,0,0,0,1
[1238168376335310854],affected_individuals_and_help caution_advice_and_crisis_updates,1,1,0,0,0,0
[1238169490246033409],affected_individuals_and_help,1,0,0,0,0,0
[1238176654926712834],caution_advice_and_crisis_updates emotional_support_and_prayers,0,1,1,0,0,0
[1238177420806668288],emotional_support_and_prayers,0,0,1,0,0,0
[1238177479556284416],opinions_and_criticism,0,0,0,0,0,1
[1238177772981424128],opinions_and_criticism,0,0,0,0,0,1
[1238177846184591365],opinions_and_criticism,0,0,0,0,0,1
[1238178767492788227],emotional_support_and_prayers,0,0,1,0,0,0
[1238178851315990535],opinions_and_criticism,0,0,0,0,0,1
[1238181250151710720],emotional_support_and_prayers,0,0,1,0,0,0
[1238181273300066310],irrelevant,0,0,0,0,1,0
[1238182559814684675],emotional_support_and_prayers,0,0,1,0,0,0
[1238187468958072833],opinions_and_criticism,0,0,0,0,0,1
[1238187790816378881],opinions_and_criticism,0,0,0,0,0,1
[1238187854322335751],emotional_support_and_prayers,0,0,1,0,0,0
[1238187994697404420],irrelevant,0,0,0,0,1,0
[1238188315762982913],opinions_and_criticism,0,0,0,0,0,1
[1238188400349515776],opinions_and_criticism,0,0,0,0,0,1
[1238189380273082368],irrelevant,0,0,0,0,1,0
[1238190475053543425],irrelevant,0,0,0,0,1,0
[1238191029175693312],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1238191504268681216],emotional_support_and_prayers,0,0,1,0,0,0
[1238192323500150786],infrastructure_and_utilities_damage,0,0,0,1,0,0
[1238192419717500928],irrelevant,0,0,0,0,1,0
[1238193480297517060],affected_individuals_and_help,1,0,0,0,0,0
[1238193963288399873],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1238194792732995584],emotional_support_and_prayers,0,0,1,0,0,0
[1238195417663311872],irrelevant,0,0,0,0,1,0
[1238195430640541697],emotional_support_and_prayers,0,0,1,0,0,0
[1238195515285811202],irrelevant,0,0,0,0,1,0
[1238195575495053312],caution_advice_and_crisis_updates infrastructure_and_utilities_damage,0,1,0,1,0,0
[1238195855498317824],opinions_and_criticism,0,0,0,0,0,1
[1238196147086376978],emotional_support_and_prayers,0,0,1,0,0,0
[1238196712423948288],caution_advice_and_crisis_updates infrastructure_and_utilities_damage,0,1,0,1,0,0
[1238196737241681923],opinions_and_criticism,0,0,0,0,0,1
[1238196796670836740],affected_individuals_and_help infrastructure_and_utilities_damage,1,0,0,1,0,0
[1238196873682464768],irrelevant,0,0,0,0,1,0
[1238197053198606338],irrelevant,0,0,0,0,1,0
[1238197328399470593],opinions_and_criticism,0,0,0,0,0,1
[1238197910308892672],emotional_support_and_prayers,0,0,1,0,0,0
[1238197945385848838],affected_individuals_and_help infrastructure_and_utilities_damage,1,0,0,1,0,0
[1238198449562140679],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1238198488682377217],affected_individuals_and_help,1,0,0,0,0,0
[1238198568747442176],irrelevant,0,0,0,0,1,0
[1238198604025774094],infrastructure_and_utilities_damage,0,0,0,1,0,0
[1238198624603029514],infrastructure_and_utilities_damage opinions_and_criticism,0,0,0,1,0,1
[1238198629711691776],irrelevant,0,0,0,0,1,0
[1238198641053106177],infrastructure_and_utilities_damage,0,0,0,1,0,0
[1238198682920648706],irrelevant,0,0,0,0,1,0
[1238198725929025542],irrelevant,0,0,0,0,1,0
[1238198760154464259],irrelevant,0,0,0,0,1,0
[1238199509462761478],opinions_and_criticism,0,0,0,0,0,1
[1238201221976113153],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1238201875633254401],opinions_and_criticism,0,0,0,0,0,1
[1238204374985441280],irrelevant,0,0,0,0,1,0
[1238204449841131520],irrelevant,0,0,0,0,1,0
[1238204511954616342],caution_advice_and_crisis_updates infrastructure_and_utilities_damage,0,1,0,1,0,0
[1238204529369366535],irrelevant,0,0,0,0,1,0
[1238204579445182466],irrelevant,0,0,0,0,1,0
[1238204644318482438],irrelevant,0,0,0,0,1,0
[1238204792549322752],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1238204866738208789],irrelevant,0,0,0,0,1,0
[1238205166534475776],irrelevant,0,0,0,0,1,0
[1238205219181379596],opinions_and_criticism,0,0,0,0,0,1
[1238205256342933509],emotional_support_and_prayers,0,0,1,0,0,0
[1238205277155049482],emotional_support_and_prayers,0,0,1,0,0,0
[1238205303306498049],opinions_and_criticism,0,0,0,0,0,1
[1238205340618981377],irrelevant,0,0,0,0,1,0
[1238205374144094208],affected_individuals_and_help caution_advice_and_crisis_updates,1,1,0,0,0,0
[1238205384374063114],irrelevant,0,0,0,0,1,0
[1238205668492001294],affected_individuals_and_help,1,0,0,0,0,0
[1238206257011572745],irrelevant,0,0,0,0,1,0
[1238206272052346883],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1238206293124530180],opinions_and_criticism,0,0,0,0,0,1
[1238206294068285440],infrastructure_and_utilities_damage opinions_and_criticism,0,0,0,1,0,1
[1238206306823127072],irrelevant,0,0,0,0,1,0
[1238206378067603456],opinions_and_criticism,0,0,0,0,0,1
[1238206419461160967],affected_individuals_and_help,1,0,0,0,0,0
[1238206423600955393],opinions_and_criticism,0,0,0,0,0,1
[1238206426251739147],opinions_and_criticism,0,0,0,0,0,1
[1238206439635763222],infrastructure_and_utilities_damage,0,0,0,1,0,0
[1238206438461313027],irrelevant,0,0,0,0,1,0
[1238206438775959552],opinions_and_criticism,0,0,0,0,0,1
[1238206460108161026],opinions_and_criticism,0,0,0,0,0,1
[1238210827267846150],irrelevant,0,0,0,0,1,0
[1238210869466628101],irrelevant,0,0,0,0,1,0
[1238210877301587968],emotional_support_and_prayers,0,0,1,0,0,0
[1238211085867548679],emotional_support_and_prayers,0,0,1,0,0,0
[1238211112224595968],opinions_and_criticism,0,0,0,0,0,1
[1238211294018392065],opinions_and_criticism,0,0,0,0,0,1
[1238211374452531201],irrelevant,0,0,0,0,1,0
[1238211786547085314],irrelevant,0,0,0,0,1,0
[1238211882969956352],irrelevant,0,0,0,0,1,0
[1238212033537028098],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1238212050289135616],opinions_and_criticism,0,0,0,0,0,1
[1238212069289230339],emotional_support_and_prayers,0,0,1,0,0,0
[1238212233903169536],affected_individuals_and_help,1,0,0,0,0,0
[1238212481329377282],opinions_and_criticism,0,0,0,0,0,1
[1238212769998127105],affected_individuals_and_help,1,0,0,0,0,0
[1238212810544480257],irrelevant,0,0,0,0,1,0
[1238212850797154306],opinions_and_criticism,0,0,0,0,0,1
[1238212885274333191],opinions_and_criticism,0,0,0,0,0,1
[1238212905205747713],irrelevant,0,0,0,0,1,0
[1238212963791749124],opinions_and_criticism,0,0,0,0,0,1
[1238213086135365633],opinions_and_criticism,0,0,0,0,0,1
[1238213170394783752],affected_individuals_and_help,1,0,0,0,0,0
[1238213186496716801],opinions_and_criticism,0,0,0,0,0,1
[1238213214695014407],irrelevant,0,0,0,0,1,0
[1238213332110381057],affected_individuals_and_help,1,0,0,0,0,0
[1238213375877922819],opinions_and_criticism,0,0,0,0,0,1
[1238213396149010432],irrelevant,0,0,0,0,1,0
[1238213411651178499],irrelevant,0,0,0,0,1,0
[1238213608867323906],opinions_and_criticism,0,0,0,0,0,1
[1238213677234323456],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1238213704707190784],affected_individuals_and_help,1,0,0,0,0,0
[1238214090549534721],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1238214116403286016],irrelevant,0,0,0,0,1,0
[1238214304018677765],affected_individuals_and_help,1,0,0,0,0,0
[1238214324113543168],infrastructure_and_utilities_damage,0,0,0,1,0,0
[1238214339091410945],emotional_support_and_prayers,0,0,1,0,0,0
[1238214364072742916],irrelevant,0,0,0,0,1,0
[1238214468510851072],emotional_support_and_prayers,0,0,1,0,0,0
[1238214487456522241],irrelevant,0,0,0,0,1,0
[1238214931260071948],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1238215036218290179],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1238215400057442304],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1238215497881190404],irrelevant,0,0,0,0,1,0
[1238215590394728448],irrelevant,0,0,0,0,1,0
[1238215600146649088],affected_individuals_and_help,1,0,0,0,0,0
[1238215679448317955],emotional_support_and_prayers,0,0,1,0,0,0
[1238215826978848780],irrelevant,0,0,0,0,1,0
[1238216034106163208],infrastructure_and_utilities_damage,0,0,0,1,0,0
[1238216057032183814],irrelevant,0,0,0,0,1,0
[1238220700122599425],irrelevant,0,0,0,0,1,0
[1238220897691058176],irrelevant,0,0,0,0,1,0
[1238221083582627840],irrelevant,0,0,0,0,1,0
[1238221116105199617],emotional_support_and_prayers,0,0,1,0,0,0
[1238221122358906881],irrelevant,0,0,0,0,1,0
[1238221242819362823],caution_advice_and_crisis_updates infrastructure_and_utilities_damage,0,1,0,1,0,0
[1238221292765134853],emotional_support_and_prayers,0,0,1,0,0,0
[1238221325405224961],irrelevant,0,0,0,0,1,0
[1238221377578110976],irrelevant,0,0,0,0,1,0
[1238221398834909184],irrelevant,0,0,0,0,1,0
[1238221403532427266],irrelevant,0,0,0,0,1,0
[1238221639185244161],irrelevant,0,0,0,0,1,0
[1238232237197402113],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1238232237579132928],irrelevant,0,0,0,0,1,0
[1238232294411980801],irrelevant,0,0,0,0,1,0
[1238232648264318983],irrelevant,0,0,0,0,1,0
[1238232657965834241],opinions_and_criticism,0,0,0,0,0,1
[1238232674931806208],irrelevant,0,0,0,0,1,0
[1238232743529644033],irrelevant,0,0,0,0,1,0
[1238232923767218177],opinions_and_criticism,0,0,0,0,0,1
[1238233454799720455],irrelevant,0,0,0,0,1,0
[1238233576057044992],irrelevant,0,0,0,0,1,0
[1238233609607294979],irrelevant,0,0,0,0,1,0
