ID,Relevance
[1262855191763849219],relevant
[1262855193391173634],relevant
[1262855197275164672],relevant
[1262855208037748738],relevant
[1262855236949028865],relevant
[1262855238966484999],irrelevant
[1262855239486636034],relevant
[1262855243676647426],relevant
[1262855247132790787],relevant
[1262855248848334849],relevant
[1262855254099574785],relevant
[1262855251008327680],relevant
[1262855261980631041],relevant
[1262855266128797699],relevant
[1262855280557199361],relevant
[1262855293844754432],relevant
[1262856452135362560],relevant
[1262857040088698883],relevant
[1262857086884556800],relevant
[1262857695301980160],relevant
[1262857713794650115],relevant
[1262857720090296323],relevant
[1262858049825406976],relevant
[1262858396165947392],relevant
[1262858820541390853],relevant
[1262860049883389952],relevant
[1262860796310290432],relevant
[1262860957811978243],relevant
[1262861164842823680],relevant
[1262861333869010954],relevant
[1262861341322330118],relevant
[1262863551024246784],relevant
[1262863559345803270],relevant
[1262865149083426821],relevant
[1262865191064211456],relevant
[1262866035000119299],relevant
[1262866359018557441],relevant
[1262866819712458764],relevant
[1262868179698810880],relevant
[1262868183775617024],relevant
[1262873871683850243],relevant
[1262873893657808899],relevant
[1262873892223320065],relevant
[1262873896749064192],relevant
[1262873898112122883],relevant
[1262873901832581123],relevant
[1262874013300293633],relevant
[1262874042681491461],relevant
[1262874082783223810],relevant
[1262874111526797318],relevant
[1262874107890274311],relevant
[1262874125414080519],relevant
[1262874160235188224],relevant
[1262874183748509696],relevant
[1262874201788203014],relevant
[1262874299884544003],relevant
[1262874349314412546],irrelevant
[1262874382965387264],relevant
[1262874426955239425],relevant
[1262874515090149377],relevant
[1262874538435661825],relevant
[1262874536111792131],relevant
[1262874668169678849],relevant
[1262874696246329345],relevant
[1262874708707545092],relevant
[1262874779348078597],relevant
[1262874843453829120],relevant
[1262874890308329472],irrelevant
[1262874895924543488],relevant
[1262874924118691840],relevant
[1262874936634376200],irrelevant
[1262874962890809352],relevant
[1262874976870432770],irrelevant
[1262874988723535881],irrelevant
[1262875028909101062],relevant
[1262875039009046529],relevant
[1262875051096973312],relevant
[1262875073532301315],relevant
[1262875077563027457],irrelevant
[1262875080318689283],relevant
[1262875103618117632],relevant
[1262875105602031616],relevant
[1262875106554138625],relevant
[1262875230382555148],relevant
[1262877153043111938],relevant
[1262877166028697600],relevant
[1262877194323472385],relevant
[1262877196378607616],relevant
[1262877201030164486],relevant
[1262877201634144259],relevant
[1262877202053464064],relevant
[1262877227089309696],relevant
[1262877229350092800],relevant
[1262877233439485954],relevant
[1262877246198554629],relevant
[1262877266763268097],relevant
[1262877314783809543],relevant
[1262877353174319104],relevant
[1262877362519236611],relevant
[1262884577225388043],relevant
[1262884611601895424],relevant
[1262885558935785479],relevant
[1262889677775933441],relevant
[1262889707375079425],relevant
[1262889719693787141],relevant
[1262889724135563268],relevant
[1262895042160664576],relevant
[1263230194036420609],relevant
[1263230192178409481],relevant
[1263230191679258624],relevant
[1263230196527910913],irrelevant
[1263230201217060872],relevant
[1263230207227564032],relevant
[1263230206191570950],relevant
[1263230208640978946],relevant
[1263230215012208641],relevant
[1263230215922372608],relevant
[1263230220703879168],relevant
[1263230219420422145],relevant
[1263230224956882945],relevant
[1263230230602317829],relevant
[1263230234205261824],relevant
[1263230236164067330],irrelevant
[1263230239733358594],relevant
[1263230239448195074],relevant
[1263230247157280768],relevant
[1263230247283146752],irrelevant
[1263230247618719744],relevant
[1263230251263496193],irrelevant
[1263230256833495045],relevant
[1263230262135140352],relevant
[1263230268124643332],relevant
[1263230274739015683],relevant
[1263230273090715648],relevant
[1263230277356322819],relevant
[1263230280061595652],relevant
[1263230281043120150],relevant
[1263230283014451200],relevant
[1263230285006745601],relevant
[1263230285279375362],relevant
[1263230287208689665],relevant
[1263230288634744834],relevant
[1263230288290873345],relevant
[1263230290425794560],relevant
[1263230292359368707],relevant
[1263230294313885701],relevant
[1263230306619924480],relevant
[1263230307379089408],relevant
[1263230308289314817],relevant
[1263230315906191361],relevant
[1263230315478351872],relevant
[1263231443800600576],relevant
[1263235143008956422],relevant
[1263240905638674434],relevant
[1263240914400694274],relevant
[1263240912450097153],relevant
[1263240939402911746],relevant
[1263241345751224322],relevant
[1263241360724951043],relevant
[1263241363686072320],relevant
[1263255921486114816],relevant
[1263566111750094848],relevant
[1263569916625633288],relevant
[1263569923730784273],relevant
[1263569924544495624],relevant
[1263576311517364226],relevant
[1263585799091568643],relevant
[1263585843047886850],relevant
[1263585873599197184],relevant
[1263585889122312194],relevant
[1263585888472203270],relevant
[1263597201684434949],relevant
[1263612579861221377],relevant
[1263625114391916544],relevant
[1263629270104117248],relevant
[1263629284351946753],relevant
[1263629299422244865],irrelevant
[1263629307852750852],relevant
[1263634931508555776],relevant
[1263634940253687808],relevant
[1263634949581811712],relevant
[1263634959505461248],relevant
[1263634959929090049],relevant
[1263634966673608704],relevant
[1263635001649909760],relevant
[1263635097858834433],relevant
[1263635141521477634],relevant
[1263635160207065093],relevant
[1263635169564655616],relevant
[1263635252095975427],relevant
[1263635249256443904],relevant
[1263635297834864641],relevant
[1263635347679916032],relevant
[1263635375400124417],relevant
[1263635486762991624],irrelevant
[1263642659110952960],relevant
[1263642672792813568],relevant
[1263647014258163718],relevant
[1263647029236023296],relevant
[1263650869461037057],relevant
[1263650890323501059],relevant
[1263653078240198658],relevant
[1263653160524099585],relevant
[1263655492498477057],relevant
[1263655513633574914],relevant
[1263655600489148416],relevant
[1263655607015542784],relevant
[1263655623574597634],relevant
[1263690424213999617],relevant
[1265038919390973952],relevant
[1265038918745014275],irrelevant
[1265038930350682112],relevant
[1265038931227271168],relevant
[1265038932988878849],relevant
[1265038935723511808],relevant
[1265038942618955777],relevant
[1265038939624222723],relevant
[1265038946628755456],irrelevant
[1265038949367590913],relevant
[1265038950252662785],relevant
[1265038955147341824],relevant
[1265038963519209478],relevant
[1265038977318309888],relevant
[1265038984851320832],relevant
[1265038981974147074],relevant
[1265038981743419393],relevant
[1265038992736694279],relevant
[1265038995177775104],irrelevant
[1265038995697872896],irrelevant
[1265039002744303623],relevant
[1265039010046586880],relevant
[1265039010038243328],relevant
[1265039014110863360],relevant
[1265039014765178883],relevant
[1265039016333885442],relevant
[1265039019894865920],relevant
[1265039027683700737],relevant
[1265039031752167430],relevant
[1265039032263811073],relevant
[1265039038047797248],relevant
[1265039045916229633],relevant
[1265039046151229441],relevant
[1265039049783488513],irrelevant
[1265039056007827456],relevant
[1265039052874625024],relevant
[1265039072508235777],relevant
[1265039071346339847],relevant
[1265039069479931907],relevant
[1265039074219503616],relevant
[1265039075523858433],relevant
[1265039097996902402],relevant
[1265039102346395648],relevant
[1265039102115807232],irrelevant
[1265039106846965760],relevant
[1265039114367311872],relevant
[1265039149163257856],relevant
[1265039149591134209],relevant
[1265039153953193986],relevant
[1265039160705982474],relevant
[1265039160915697664],relevant
[1265039194323406848],relevant
[1265402334185586688],relevant
[1265402335238340608],relevant
[1265402341278302209],relevant
[1265402363159904256],relevant
[1265402367190749187],relevant
[1265418284222033920],relevant
[1265762237504983042],relevant
[1265762238176145409],relevant
[1265762234615070720],relevant
[1265762235072290823],relevant
[1265762241644724225],relevant
[1265762241791524866],relevant
[1265762244488552454],relevant
[1265762245734215680],relevant
[1265762247500017669],relevant
[1265762252302553089],relevant
[1265762256878366721],relevant
[1265762257826459653],relevant
[1265762262284984322],relevant
[1265762263165734914],relevant
[1265762264470216704],relevant
[1265762264277291010],relevant
[1265762270379937795],relevant
[1265762275325095937],relevant
[1265762277900406786],relevant
[1265762280148475904],relevant
[1265762283046789120],relevant
[1265762287433940992],relevant
[1265762291628285953],relevant
[1265762298813186050],relevant
[1265762300004352003],relevant
[1265762302596395008],relevant
[1265762307411513346],relevant
[1265762313061183488],relevant
[1265762313245728769],relevant
[1265762316227936256],relevant
[1265762313891708930],relevant
[1265762314919251968],relevant
[1265762318291533824],relevant
[1265762322980708355],relevant
[1265762326067712001],relevant
[1265762327212818432],relevant
[1265762329406443525],relevant
[1265762326524973056],relevant
[1265762332359172096],relevant
[1265762346762481664],relevant
[1265762359890640897],relevant
[1265762368333758468],relevant
[1265762366886744065],relevant
[1265762365943042054],relevant
[1265762368904101889],relevant
[1265762372045680642],relevant
[1265762372112846848],relevant
[1265762376571334656],relevant
[1265774468468822016],relevant
[1265774477268434945],relevant
[1265774480946855937],relevant
[1266128230077149184],relevant
[1266128231519981569],relevant
[1266128231931039746],relevant
[1266128232170041345],irrelevant
[1266128232279089152],relevant
[1266128236553134080],relevant
[1266128235584241667],relevant
[1266128239526895621],relevant
[1266128237542989829],relevant
[1266128238839021568],relevant
[1266128243679064065],relevant
[1266128246111903744],relevant
[1266128251778367493],relevant
[1266128255389773831],relevant
[1266128264243949579],irrelevant
[1266128265200250883],relevant
[1266128266424995840],relevant
[1266128267540664321],relevant
[1266128267666509825],relevant
[1266128267913957376],relevant
[1266128268870258691],relevant
[1266128268958318595],relevant
[1266128271751761926],relevant
[1266128279427256327],relevant
[1266128275874746370],relevant
[1266128276319350784],relevant
[1266128280844992513],relevant
[1266128282359074817],relevant
[1266128283260903427],relevant
[1266128290198237189],relevant
[1266128290730905600],relevant
[1266128296166727684],relevant
[1266128295214678018],relevant
[1266128293490802688],relevant
[1266128292043730944],relevant
[1266128298796515333],relevant
[1266128299618689026],relevant
[1266128299992010752],relevant
[1266128307185160197],relevant
[1266128307881496581],relevant
[1266128309051678720],relevant
[1266128313661173760],relevant
[1266128320342765569],relevant
[1266128326122516481],relevant
[1266128326705524736],relevant
[1266128326768410626],relevant
[1266128327028473856],relevant
[1266128328500666370],relevant
[1266128329708576768],relevant
[1266128330174193664],relevant
[1266128332992757762],relevant
[1266128336549486595],relevant
[1266128344850014208],relevant
[1266128345319854083],irrelevant
[1266128346460631042],relevant
[1266128349442834433],relevant
[1266128349648355330],relevant
[1266128349325336582],relevant
[1266128353565839363],relevant
[1266128358011740162],relevant
[1266128357873405952],relevant
[1266128357252612097],relevant
[1266128356799643651],relevant
[1266128355881111552],irrelevant
[1266128355776135169],relevant
[1266128364991131648],relevant
[1266128368770129920],relevant
[1266128374302412803],relevant
[1266128377838292992],relevant
[1266487428879126528],relevant
[1266487426983374849],relevant
[1266487427713171456],relevant
[1266487432448442374],relevant
[1266487433555841026],relevant
[1266487444574285825],irrelevant
[1266487445333446656],relevant
[1266487448651149312],relevant
[1266487451293487106],relevant
[1266487465755512832],relevant
[1266487470130106373],relevant
[1266487475880460290],irrelevant
[1266487479714172928],relevant
[1266487479990988806],relevant
[1266487483170205697],relevant
[1266487485523206145],relevant
[1266487490044715009],relevant
[1266487492062130176],relevant
[1266487496160030720],relevant
[1266487495748997124],relevant
[1266487500345933824],irrelevant
[1266487512165486592],relevant
[1266487510064128000],relevant
[1266487514015170561],relevant
[1266487535267721217],relevant
[1266487535636819972],relevant
[1266487535699726343],relevant
[1266487541026430977],relevant
[1266487546491650057],relevant
[1266493705718059011],relevant
[1266493710545629189],irrelevant
[1266775908943368193],relevant
[1266775906326020097],relevant
[1266775913301258244],relevant
[1266775914546892801],relevant
[1266775915624910851],irrelevant
[1266775914886635521],relevant
[1266775915679363072],relevant
[1266775920850984961],relevant
[1266775921681485824],relevant
[1266775924936192004],relevant
[1266775922595823616],irrelevant
[1266775926467158018],relevant
[1266775926999781376],relevant
[1266775933719117824],irrelevant
[1266775933886902272],relevant
[1266775933136048133],relevant
[1266775943311491072],relevant
[1266775946910224385],relevant
[1266775948730470400],relevant
[1266775956791967744],relevant
[1266775960562601986],relevant
[1266775963028897794],relevant
[1266775967646855169],relevant
[1266775966149419013],relevant
[1266775967441305600],relevant
[1266775975288811521],relevant
[1266775974714236930],irrelevant
[1266775975808958464],relevant
[1266775973070024705],relevant
[1266775979973902336],relevant
[1266775978384265222],relevant
[1266775977687908352],relevant
[1266775984721801217],relevant
[1266775982188486657],relevant
[1266775982876352515],relevant
[1266775981316022273],relevant
[1266775983518031877],relevant
[1266775993106214917],relevant
[1266775991457927170],relevant
[1266775990451175424],relevant
[1266775989629210624],relevant
[1266776001490665473],relevant
[1266776000370786305],relevant
[1266776002107183105],relevant
[1266776002417623040],relevant
[1266776009833144320],irrelevant
[1266776012030914561],relevant
[1266776015319314438],relevant
[1266776025284980742],irrelevant
[1266776032067149827],relevant
[1266776038488629248],relevant
[1266776042884206594],relevant
[1266776049813090304],relevant
[1266776052157812739],relevant
[1266776052585697286],relevant
[1266776054456295424],relevant
[1266776056603836417],relevant
[1266776056448638978],relevant
[1266776079366270977],relevant
[1266776082092625920],relevant
[1266776088488878081],relevant
[1266776086651731969],irrelevant
[1266776097389248512],relevant
[1266776109628239874],relevant
[1266776118440361985],relevant
[1266776118520156160],irrelevant
[1266776118608134147],relevant
[1266776119019286529],relevant
[1266776130050277376],irrelevant
[1266776137868468229],relevant
[1266776157481025536],relevant
[1266776177487855616],relevant
[1266776188816678913],relevant
[1266776187143102465],relevant
[1266776192079847425],relevant
[1266776197188460545],irrelevant
[1266776206944370698],relevant
[1267536875201404928],relevant
[1267536880318525448],relevant
[1267536885569781761],relevant
[1267536882965065732],relevant
[1267536906448969729],relevant
[1267536907703144448],relevant
[1267536918293745670],relevant
[1267536917215752194],relevant
[1267536922748104704],relevant
[1267536928905273346],relevant
[1267536929266040832],relevant
[1267536945200021505],irrelevant
[1267536945649004545],relevant
[1267536950283644929],relevant
[1267536953433632774],relevant
[1267536972886802436],relevant
[1267536971745890306],relevant
[1267536971452342274],relevant
[1267536978486190081],relevant
[1267536978876207112],relevant
[1267536981220827140],relevant
[1267536994063781889],relevant
[1267537002041348097],relevant
[1267537010467704832],irrelevant
[1267537019435089921],irrelevant
[1267537024724148226],relevant
[1267537029459558400],relevant
[1267537030260690950],irrelevant
[1267537031019687938],relevant
[1267537031120465920],relevant
[1267537045855109125],relevant
[1267537051437731842],relevant
[1267537057213304839],relevant
[1267537060035952641],relevant
[1267537061571067909],relevant
[1267537076574183425],relevant
[1267537091480690688],relevant
[1267537094278369280],relevant
[1267537107909636096],relevant
[1267537106940936194],relevant
[1267537106336976896],relevant
[1267537104973725698],relevant
[1267537108874518530],relevant
[1267537112989151236],relevant
[1267537115862175745],relevant
[1267537120274587648],relevant
[1267537121637793792],relevant
[1267537144148525062],relevant
[1267537149144051713],relevant
[1267537153975824387],relevant
[1267537157079605249],relevant
[1267537165321482241],relevant
[1267537168286826509],relevant
[1267537179548487680],relevant
[1267537190759825408],irrelevant
[1267537195818196992],relevant
[1267537198888476687],relevant
[1267537198393495554],irrelevant
[1267537197328216065],irrelevant
[1267537201589620738],relevant
[1267537210745724935],irrelevant
[1267927895894380544],relevant
[1267927896481509379],relevant
[1267927905159479297],relevant
[1267927914030432258],irrelevant
[1267927918707191808],relevant
[1267927924981850112],relevant
[1267927928274386949],relevant
[1267927926445662214],relevant
[1267927939175387142],relevant
[1267927939456401409],relevant
[1267927951024295937],relevant
[1267927956845985797],relevant
[1267927957047259141],relevant
[1267927972553596930],relevant
[1267927990433914881],irrelevant
[1267927991914545154],relevant
[1267927992560422922],relevant
[1267928001481760768],irrelevant
[1267928002689728512],relevant
[1267928015322992641],relevant
[1267928024026054658],relevant
[1267928025531891714],relevant
[1267928027947728896],relevant
[1267928031961776128],relevant
[1267928039222054916],relevant
[1267928040623005696],relevant
[1267928042078384129],relevant
[1267928045299605505],relevant
[1267928046801235969],relevant
[1267928058369060864],relevant
[1267928056955535362],irrelevant
[1267928060285849601],relevant
[1267928063310016512],relevant
[1267928066153644034],relevant
[1267928066187309064],irrelevant
[1267928066967449609],irrelevant
[1267928069907656706],relevant
[1267928068427055104],relevant
[1267928075322429440],relevant
[1267928094888857607],relevant
[1267928124853010435],relevant
[1267928137092018177],irrelevant
[1267928137964359682],relevant
[1267928136563535874],relevant
[1267928140476821507],relevant
[1267928141617659904],irrelevant
[1267928146743037953],relevant
[1267928149259583488],relevant
[1267928153412046853],relevant
[1267928157899939840],relevant
[1267928162937298947],relevant
[1267928170810015747],relevant
[1267928171950886913],relevant
[1267928185137577984],irrelevant
[1267928185351667712],relevant
[1267928190183518213],relevant
[1267928191513100288],relevant
[1267928194289713154],relevant
[1267928194801373196],relevant
[1267928201797476352],relevant
[1267928204548943873],relevant
[1267928222831968257],relevant
[1267928235771400192],relevant
[1267928247452516355],relevant
[1267928251114160130],relevant
[1267928256797446144],relevant
[1267928267715153920],irrelevant
[1267928268809875457],relevant
[1267928265311870977],irrelevant
[1267928280960770054],relevant
[1267928285188689925],relevant
[1267928287449317377],relevant
[1267928293266817025],relevant
[1267928295393329152],relevant
[1267928303865868296],relevant
[1267928302783733761],relevant
[1267928311524622336],relevant
[1267928312694935555],relevant
[1267928313537986561],relevant
[1267928314649378823],irrelevant
[1267928315110752258],relevant
[1267928322899664899],irrelevant
[1267928325294563328],relevant
[1267928331267309569],relevant
[1267928334106857479],relevant
[1267928339689492481],relevant
[1267928341128118272],irrelevant
[1267928341463674882],relevant
[1267928348661080065],relevant
[1267928346337271808],relevant
[1267928355166437378],relevant
[1267928357364260864],relevant
[1267928359180349446],relevant
[1267928360417714176],relevant
[1267928361436938246],relevant
[1267928382391623687],relevant
[1267928387114479621],relevant
[1267928390109147140],relevant
[1267928400930488324],relevant
[1267928403518410752],relevant
[1267928403942006785],irrelevant
[1267928411307151361],irrelevant
[1267928419762876418],irrelevant
[1267928435965538305],relevant
[1267928442151956480],relevant
[1267928453313105922],relevant
[1267928451975188480],relevant
[1267928450859401217],relevant
[1267928449970307073],relevant
[1267928454110097408],relevant
[1267928458543468544],relevant
[1267928470606282760],relevant
[1267928473517150208],relevant
[1267928482794934278],relevant
[1267928484317409280],relevant
[1267928488897642497],relevant
[1267928493377101826],irrelevant
[1267928497877639174],relevant
[1267928499911884802],relevant
[1267928504617795586],relevant
[1267928509210656770],relevant
[1267928523618095104],irrelevant
[1267928524599578626],relevant
[1267928525430042630],relevant
[1267928530802933765],irrelevant
[1267932364816203777],relevant
[1267932369262006272],irrelevant
[1267932370713411590],relevant
[1267932373401862145],relevant
[1267932372542111747],relevant
[1267932372533751809],relevant
[1267932383396925440],irrelevant
[1267932421288230916],relevant
[1267932419245686785],relevant
[1267932443736236035],relevant
[1267932451160145927],relevant
[1267932478523748355],relevant
[1267932480646123525],relevant
[1267932491345731588],relevant
[1267932495288418306],relevant
[1267932504826183688],relevant
[1267932511734202375],irrelevant
[1267932518424154113],irrelevant
[1267932530071592961],relevant
[1267932530751279113],relevant
[1267932537894113285],relevant
[1267932549717901313],irrelevant
[1267932558282686464],relevant
[1267932568709746689],irrelevant
[1267932592151638016],relevant
[1267932604357115905],relevant
[1267932610124288002],relevant
[1267932647864578048],relevant
[1268317860700585990],relevant
[1268317860939444228],relevant
[1268317887074316289],relevant
[1268317889360277505],relevant
[1268317890840846337],relevant
[1268317898562560001],relevant
[1268317896427614208],relevant
[1268317900697243648],relevant
[1268317904229085184],relevant
