ID,Information type,affected_individuals_and_help,caution_advice_and_crisis_updates,emotional_support_and_prayers,infrastructure_and_utilities_damage,irrelevant,opinions_and_criticism
[1060391519897686016],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1060392071146680320],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1060392699453497345],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1060393229303062530],irrelevant,0,0,0,0,1,0
[1060396411148218373],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1060397762104254464],irrelevant,0,0,0,0,1,0
[1060399335052075008],infrastructure_and_utilities_damage,0,0,0,1,0,0
[1060399787453890560],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1060400330037452801],opinions_and_criticism,0,0,0,0,0,1
[1060401814577782785],opinions_and_criticism,0,0,0,0,0,1
[1060402454779572224],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1060402666591916032],opinions_and_criticism,0,0,0,0,0,1
[1060404267796688896],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1060405726726836224],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1060407972562694144],irrelevant,0,0,0,0,1,0
[1060409050901504000],opinions_and_criticism,0,0,0,0,0,1
[1060415613133340672],opinions_and_criticism,0,0,0,0,0,1
[1060426696510164993],irrelevant,0,0,0,0,1,0
[1060431727255003136],irrelevant,0,0,0,0,1,0
[1060434528584560640],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1060435449108447232],opinions_and_criticism,0,0,0,0,0,1
[1060436492596723713],infrastructure_and_utilities_damage,0,0,0,1,0,0
[1060436748168318976],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1060440828902928385],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1060443879839858688],opinions_and_criticism,0,0,0,0,0,1
[1060444310196244480],irrelevant,0,0,0,0,1,0
[1060445142761594880],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1060446496615731200],opinions_and_criticism,0,0,0,0,0,1
[1060446827135275014],irrelevant,0,0,0,0,1,0
[1060449285978894336],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1060449344808280065],irrelevant,0,0,0,0,1,0
[1060449366794780672],irrelevant,0,0,0,0,1,0
[1060449535598776321],opinions_and_criticism,0,0,0,0,0,1
[1060449993654452229],opinions_and_criticism,0,0,0,0,0,1
[1060452111802986496],irrelevant,0,0,0,0,1,0
[1060453945687056384],opinions_and_criticism,0,0,0,0,0,1
[1060456540946210817],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1060456766272688128],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1060457329118842880],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1060457970289557504],irrelevant,0,0,0,0,1,0
[1060458195884351488],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1060464551366479873],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1060466130559606784],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1060466566624620544],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1060467109065564161],affected_individuals_and_help,1,0,0,0,0,0
[1060467369716408321],affected_individuals_and_help,1,0,0,0,0,0
[1060467848085151744],infrastructure_and_utilities_damage,0,0,0,1,0,0
[1060469476347596800],irrelevant,0,0,0,0,1,0
[1060470834354184192],infrastructure_and_utilities_damage,0,0,0,1,0,0
[1060475179829264384],emotional_support_and_prayers,0,0,1,0,0,0
[1060476488900923392],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1060483607746306049],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1060484242650685440],irrelevant,0,0,0,0,1,0
[1060489028645085184],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1060491730989056000],opinions_and_criticism,0,0,0,0,0,1
[1060492326299029505],irrelevant,0,0,0,0,1,0
[1060497472211030016],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1060500317572382720],opinions_and_criticism,0,0,0,0,0,1
[1060509168128454656],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1060536010512187397],irrelevant,0,0,0,0,1,0
[1060545786138845184],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1060550923527901188],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1060561028541546497],irrelevant,0,0,0,0,1,0
[1060582069263314944],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1060588147199881216],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1060616317517135872],opinions_and_criticism,0,0,0,0,0,1
[1060618492267978757],emotional_support_and_prayers,0,0,1,0,0,0
[1060619096755183616],irrelevant,0,0,0,0,1,0
[1060624262015401984],opinions_and_criticism,0,0,0,0,0,1
[1060632214717845509],irrelevant,0,0,0,0,1,0
[1060632944371482625],irrelevant,0,0,0,0,1,0
[1060640037547712516],irrelevant,0,0,0,0,1,0
[1060649810523537409],irrelevant,0,0,0,0,1,0
[1060655699724849152],opinions_and_criticism,0,0,0,0,0,1
[1060659604936372229],opinions_and_criticism,0,0,0,0,0,1
[1060662487824191488],opinions_and_criticism,0,0,0,0,0,1
[1060938519227588608],affected_individuals_and_help,1,0,0,0,0,0
[1060939159853064193],opinions_and_criticism,0,0,0,0,0,1
[1060939476053168128],affected_individuals_and_help,1,0,0,0,0,0
[1060941953997639681],infrastructure_and_utilities_damage,0,0,0,1,0,0
[1060943838443913216],infrastructure_and_utilities_damage,0,0,0,1,0,0
[1060944760867901441],affected_individuals_and_help,1,0,0,0,0,0
[1060946073240387584],opinions_and_criticism,0,0,0,0,0,1
[1060946101833007104],emotional_support_and_prayers,0,0,1,0,0,0
[1060946400710660098],emotional_support_and_prayers,0,0,1,0,0,0
[1060946600216928256],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1060946876554506241],affected_individuals_and_help,1,0,0,0,0,0
[1060947722340130822],emotional_support_and_prayers,0,0,1,0,0,0
[1060947750056087552],opinions_and_criticism,0,0,0,0,0,1
[1060948673465647104],opinions_and_criticism,0,0,0,0,0,1
[1060948686765780997],opinions_and_criticism,0,0,0,0,0,1
[1060950048450756610],opinions_and_criticism,0,0,0,0,0,1
[1060950307784536065],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1060950982107062273],emotional_support_and_prayers,0,0,1,0,0,0
[1060951802911318021],irrelevant,0,0,0,0,1,0
[1060952020977360896],infrastructure_and_utilities_damage,0,0,0,1,0,0
[1060952798660046849],opinions_and_criticism,0,0,0,0,0,1
[1060952846009618432],emotional_support_and_prayers,0,0,1,0,0,0
[1060953074204844033],emotional_support_and_prayers,0,0,1,0,0,0
[1060953550082183168],opinions_and_criticism,0,0,0,0,0,1
[1060953772355149824],opinions_and_criticism,0,0,0,0,0,1
[1060953828600827907],opinions_and_criticism,0,0,0,0,0,1
[1060953851686195201],opinions_and_criticism,0,0,0,0,0,1
[1060953950894067712],opinions_and_criticism,0,0,0,0,0,1
[1060954533122269184],opinions_and_criticism,0,0,0,0,0,1
[1060954529947156481],emotional_support_and_prayers,0,0,1,0,0,0
[1060955171033960448],infrastructure_and_utilities_damage,0,0,0,1,0,0
[1060955969713328134],opinions_and_criticism,0,0,0,0,0,1
[1060956329584586753],opinions_and_criticism,0,0,0,0,0,1
[1060956523483070465],opinions_and_criticism,0,0,0,0,0,1
[1060957150183342080],infrastructure_and_utilities_damage,0,0,0,1,0,0
[1060957168130838531],opinions_and_criticism,0,0,0,0,0,1
[1060957177123405824],opinions_and_criticism,0,0,0,0,0,1
[1060957254424449026],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1060957320602152960],emotional_support_and_prayers,0,0,1,0,0,0
[1060957683619192832],opinions_and_criticism,0,0,0,0,0,1
[1060957803257434112],opinions_and_criticism,0,0,0,0,0,1
[1060957875399471105],emotional_support_and_prayers,0,0,1,0,0,0
[1060958184997900288],opinions_and_criticism,0,0,0,0,0,1
[1060958648338399238],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1060958923145076737],opinions_and_criticism,0,0,0,0,0,1
[1060959001268105216],opinions_and_criticism,0,0,0,0,0,1
[1060959110571667458],emotional_support_and_prayers,0,0,1,0,0,0
[1060959302461075457],emotional_support_and_prayers,0,0,1,0,0,0
[1060959715444842498],emotional_support_and_prayers,0,0,1,0,0,0
[1060959869422002176],opinions_and_criticism,0,0,0,0,0,1
[1060959971041595392],opinions_and_criticism,0,0,0,0,0,1
[1060960015257948160],opinions_and_criticism,0,0,0,0,0,1
[1060960176734437376],caution_advice_and_crisis_updates emotional_support_and_prayers,0,1,1,0,0,0
[1060960343441227781],emotional_support_and_prayers,0,0,1,0,0,0
[1060960597184053248],opinions_and_criticism,0,0,0,0,0,1
[1060960740184596480],opinions_and_criticism,0,0,0,0,0,1
[1060960847420366848],opinions_and_criticism,0,0,0,0,0,1
[1060960963694866432],emotional_support_and_prayers,0,0,1,0,0,0
[1060961039871889408],affected_individuals_and_help,1,0,0,0,0,0
[1060961293186809856],opinions_and_criticism,0,0,0,0,0,1
[1060961385851637763],opinions_and_criticism,0,0,0,0,0,1
[1060961401404039168],opinions_and_criticism,0,0,0,0,0,1
[1060961631138656259],opinions_and_criticism,0,0,0,0,0,1
[1060961657256591360],opinions_and_criticism,0,0,0,0,0,1
[1060961732334641153],opinions_and_criticism,0,0,0,0,0,1
[1060961759778033665],opinions_and_criticism,0,0,0,0,0,1
[1060961784251797506],emotional_support_and_prayers,0,0,1,0,0,0
[1060961850496552960],opinions_and_criticism,0,0,0,0,0,1
[1060961930058326017],emotional_support_and_prayers,0,0,1,0,0,0
[1060961970751455233],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1060962115077505024],opinions_and_criticism,0,0,0,0,0,1
[1060962185990549504],emotional_support_and_prayers,0,0,1,0,0,0
[1060962199643082754],opinions_and_criticism,0,0,0,0,0,1
[1060962236007673856],opinions_and_criticism,0,0,0,0,0,1
[1060962238805217280],emotional_support_and_prayers,0,0,1,0,0,0
[1060962276482650112],emotional_support_and_prayers,0,0,1,0,0,0
[1060962324725542912],opinions_and_criticism,0,0,0,0,0,1
[1060962421999878144],emotional_support_and_prayers,0,0,1,0,0,0
[1060962492174741505],opinions_and_criticism,0,0,0,0,0,1
[1060962540228960256],emotional_support_and_prayers,0,0,1,0,0,0
[1060962577948336128],emotional_support_and_prayers,0,0,1,0,0,0
[1060962689097326592],emotional_support_and_prayers,0,0,1,0,0,0
[1060962733556932610],opinions_and_criticism,0,0,0,0,0,1
[1060962789081210880],opinions_and_criticism,0,0,0,0,0,1
[1060963003611398145],emotional_support_and_prayers,0,0,1,0,0,0
[1060963017171513344],opinions_and_criticism,0,0,0,0,0,1
[1060963025283354626],opinions_and_criticism,0,0,0,0,0,1
[1060963035358081029],opinions_and_criticism,0,0,0,0,0,1
[1060963063933923328],opinions_and_criticism,0,0,0,0,0,1
[1060963114290737154],opinions_and_criticism,0,0,0,0,0,1
[1060963138554736642],opinions_and_criticism,0,0,0,0,0,1
[1060963145487994881],opinions_and_criticism,0,0,0,0,0,1
[1060963165045973000],opinions_and_criticism,0,0,0,0,0,1
[1060963162336514053],emotional_support_and_prayers opinions_and_criticism,0,0,1,0,0,1
[1060963170058231808],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1060963426325925889],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1060963496802902017],opinions_and_criticism,0,0,0,0,0,1
[1060963573667635200],emotional_support_and_prayers,0,0,1,0,0,0
[1060963631104491521],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1060963637379112960],emotional_support_and_prayers,0,0,1,0,0,0
[1060963655523753984],opinions_and_criticism,0,0,0,0,0,1
[1060963851901026306],opinions_and_criticism,0,0,0,0,0,1
[1060963880812404736],opinions_and_criticism,0,0,0,0,0,1
[1060963883962286080],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1060963938320502785],emotional_support_and_prayers opinions_and_criticism,0,0,1,0,0,1
[1060963988006146048],emotional_support_and_prayers,0,0,1,0,0,0
[1060963993358086144],emotional_support_and_prayers,0,0,1,0,0,0
[1060963991843934208],emotional_support_and_prayers,0,0,1,0,0,0
[1060964090053562368],opinions_and_criticism,0,0,0,0,0,1
[1060964201601134593],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1060964236447416320],opinions_and_criticism,0,0,0,0,0,1
[1060964259524415488],opinions_and_criticism,0,0,0,0,0,1
[1060964292579782656],opinions_and_criticism,0,0,0,0,0,1
[1060964342810710016],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1060964364860211201],emotional_support_and_prayers,0,0,1,0,0,0
[1060964397886136324],opinions_and_criticism,0,0,0,0,0,1
[1060964441532047362],emotional_support_and_prayers,0,0,1,0,0,0
[1060964505818148864],emotional_support_and_prayers,0,0,1,0,0,0
[1060964512629698565],caution_advice_and_crisis_updates opinions_and_criticism,0,1,0,0,0,1
[1060964546695831552],opinions_and_criticism,0,0,0,0,0,1
[1060964564370628608],opinions_and_criticism,0,0,0,0,0,1
[1060964617575391232],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1060964715483017216],opinions_and_criticism,0,0,0,0,0,1
[1060964738283249664],emotional_support_and_prayers,0,0,1,0,0,0
[1060964977304068096],irrelevant,0,0,0,0,1,0
[1060965180480348161],emotional_support_and_prayers,0,0,1,0,0,0
[1060965212512239616],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1060965313326522369],emotional_support_and_prayers,0,0,1,0,0,0
[1060965734392700933],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1060965881860231168],opinions_and_criticism,0,0,0,0,0,1
[1060966012814798848],opinions_and_criticism,0,0,0,0,0,1
[1060966033421451264],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1060966190670114816],opinions_and_criticism,0,0,0,0,0,1
[1060966191479619584],opinions_and_criticism,0,0,0,0,0,1
[1060966270642855937],opinions_and_criticism,0,0,0,0,0,1
[1060966273474011137],emotional_support_and_prayers,0,0,1,0,0,0
[1060966288896466944],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1060966535878111232],opinions_and_criticism,0,0,0,0,0,1
[1060966574516064264],opinions_and_criticism,0,0,0,0,0,1
[1060966641750695936],opinions_and_criticism,0,0,0,0,0,1
[1060966782968717312],emotional_support_and_prayers,0,0,1,0,0,0
[1060966955656638464],opinions_and_criticism,0,0,0,0,0,1
[1060967214034096129],opinions_and_criticism,0,0,0,0,0,1
[1060967229729185793],irrelevant,0,0,0,0,1,0
[1060967314101882883],irrelevant,0,0,0,0,1,0
[1060967337497649152],opinions_and_criticism,0,0,0,0,0,1
[1060967349707247616],emotional_support_and_prayers,0,0,1,0,0,0
[1060967439259918336],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1060967435287826432],opinions_and_criticism,0,0,0,0,0,1
[1060967450005700609],opinions_and_criticism,0,0,0,0,0,1
[1060967506930814977],opinions_and_criticism,0,0,0,0,0,1
[1060967557413421056],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1060967557061136384],infrastructure_and_utilities_damage,0,0,0,1,0,0
[1060967658991087618],opinions_and_criticism,0,0,0,0,0,1
[1060967665358041091],opinions_and_criticism,0,0,0,0,0,1
[1060967662203867136],opinions_and_criticism,0,0,0,0,0,1
[1060967681044766721],opinions_and_criticism,0,0,0,0,0,1
[1060967679190810624],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1060967762477113344],emotional_support_and_prayers,0,0,1,0,0,0
[1060967900180332545],opinions_and_criticism,0,0,0,0,0,1
[1060967920526901259],opinions_and_criticism,0,0,0,0,0,1
[1060967961693970432],opinions_and_criticism,0,0,0,0,0,1
[1060967978802524160],opinions_and_criticism,0,0,0,0,0,1
[1060968185632038913],opinions_and_criticism,0,0,0,0,0,1
[1060968229244416000],opinions_and_criticism,0,0,0,0,0,1
[1060968240795521026],opinions_and_criticism,0,0,0,0,0,1
[1060968264770170880],opinions_and_criticism,0,0,0,0,0,1
[1060968582178320384],opinions_and_criticism,0,0,0,0,0,1
[1060968589753229313],opinions_and_criticism,0,0,0,0,0,1
[1060968634196074496],opinions_and_criticism,0,0,0,0,0,1
[1060968637023035392],opinions_and_criticism,0,0,0,0,0,1
[1060968652982378501],opinions_and_criticism,0,0,0,0,0,1
[1060968661043855361],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1060968719227215874],opinions_and_criticism,0,0,0,0,0,1
[1060968806120673280],emotional_support_and_prayers,0,0,1,0,0,0
[1060968818355437568],opinions_and_criticism,0,0,0,0,0,1
